,timestamp,delta_volume,date,note
0,1396890000,,2014-04-08,Đưa cổ phiếu vào diện cảnh báo
1,1427994000,,2015-04-03,Đưa cổ phiếu vào diện kiểm soát
2,1459789200,,2016-04-05,Đưa cổ phiếu vào diện cảnh báo
3,1459789200,,2016-04-05,Đưa cổ phiếu ra khỏi diện kiểm soát
4,1491843600,,2017-04-11,Đưa cổ phiếu vào diện cảnh báo
5,1517158800,5000000.0,2018-01-29,"Niêm yết cổ phiếu bổ sung - 5,000,000 CP"
6,1519923600,5000000.0,2018-03-02,"Giao dịch bổ sung - 5,000,000 CP"
7,1567702800,,2019-09-06,Đưa cổ phiếu ra khỏi diện cảnh báo
8,1610384400,3299994.0,2021-01-12,"Niêm yết cổ phiếu bổ sung - 3,299,994 CP"
9,1615136400,8250000.0,2021-03-08,"Niêm yết cổ phiếu bổ sung - 8,250,000 CP"
10,1635440400,3299994.0,2021-10-29,"Giao dịch bổ sung - 3,299,994 CP"
11,1641920400,8250000.0,2022-01-12,"Giao dịch bổ sung - 8,250,000 CP"
12,1664816400,,2022-10-04,Đưa cổ phiếu vào diện cảnh báo
13,1664902800,9899997.0,2022-10-05,"Niêm yết cổ phiếu bổ sung - 9,899,997 CP"
14,1665507600,,2022-10-12,Đưa cổ phiếu vào diện kiểm soát
15,1665680400,2501140.0,2022-10-14,"Giao dịch bổ sung - 2,501,140 CP"
16,1691082000,7398857.0,2023-08-04,"Giao dịch bổ sung - 7,398,857 CP"
