,date,quarter,price,shares_est,market_cap
0,2009-09-30,2009Q3,30.1,8189700.925195439,246509997848
1,2009-12-31,2009Q4,23.4,8190277.488003338,191652493219
2,2010-03-31,2010Q1,19.1,8190058.065429826,156430109050
3,2010-06-30,2010Q2,17.8,9000073.926221631,160201315887
4,2010-09-30,2010Q3,15.2,9000291.290416546,136804427614
5,2010-12-31,2010Q4,16.0,8999929.27864215,143998868458
6,2011-03-31,2011Q1,13.6,9000146.659822542,122401994574
7,2011-06-30,2011Q2,12.0,9000000.0,108000000000
8,2011-09-30,2011Q3,11.8,9000219.058050383,106202584885
9,2011-12-30,2011Q4,11.2,9000138.131086402,100801547068
10,2012-03-30,2012Q1,12.0,8999932.619095748,107999191429
11,2012-06-29,2012Q2,12.5,8999858.83681536,112498235460
12,2012-09-28,2012Q3,12.4,9000137.070797067,111601699678
13,2012-12-28,2012Q4,12.3,8999796.789270474,110697500508
14,2013-03-29,2013Q1,11.1,9000230.733733272,99902561144
15,2013-06-28,2013Q2,13.3,8999884.037803676,119698457703
16,2013-09-30,2013Q3,14.0,8999769.146418884,125996768050
17,2013-12-31,2013Q4,15.2,9000057.971014492,136800881159
18,2014-03-31,2014Q1,19.0,8999840.975351179,170996978532
19,2014-06-30,2014Q2,18.5,9000000.0,166500000000
20,2014-09-30,2014Q3,22.1,9000000.0,198900000000
21,2014-12-31,2014Q4,26.5,8999796.10561729,238494596799
22,2015-03-31,2015Q1,24.7,9000047.865211565,222301182271
23,2015-06-30,2015Q2,27.5,9000101.240192356,247502784105
24,2015-09-30,2015Q3,28.7,8999809.26040723,258294525774
25,2015-12-31,2015Q4,29.8,8999857.84011752,268195763636
26,2016-03-31,2016Q1,26.5,9000046.928527853,238501243606
27,2016-06-30,2016Q2,26.1,8999951.660463093,234898738338
28,2016-09-30,2016Q3,25.5,8999952.194282437,229498780954
29,2016-12-30,2016Q4,25.0,8999858.330185115,224996458255
30,2017-03-31,2017Q1,24.5,8999858.330185115,220496529090
31,2017-06-30,2017Q2,21.6,9000091.491308326,194401976212
32,2017-09-29,2017Q3,19.0,8999863.238512035,170997401532
33,2017-12-29,2017Q4,19.6,9000178.866878325,176403505791
34,2018-03-30,2018Q1,18.65,8999912.648497554,167848370894
35,2018-06-29,2018Q2,18.0,8999868.703225523,161997636658
36,2018-09-28,2018Q3,18.0,9000086.221762372,162001551992
37,2018-12-28,2018Q4,15.6,9000170.626626285,140402661775
38,2019-03-29,2019Q1,14.75,9000000.0,132750000000
39,2019-06-28,2019Q2,18.5,9000043.15739502,166500798412
40,2019-09-30,2019Q3,16.35,8999873.779872097,147147936301
41,2019-12-31,2019Q4,13.5,9000127.25884449,121501717994
42,2020-03-31,2020Q1,13.0,8999834.121257361,116997843576
43,2020-06-30,2020Q2,13.5,8999876.614296291,121498334293
44,2020-09-30,2020Q3,17.2,9000040.004800577,154800688083
45,2020-12-31,2020Q4,17.1,9000162.219158083,153902773948
46,2021-03-31,2021Q1,18.5,9000038.955979742,166500720686
47,2021-06-30,2021Q2,19.2,8999962.069488697,172799271734
48,2021-09-30,2021Q3,29.4,9000072.89692375,264602143170
49,2021-12-31,2021Q4,26.6,8999876.685300888,239396719829
50,2022-03-31,2022Q1,26.8,8999920.492943749,241197869211
51,2022-06-30,2022Q2,19.4,9427152.96509128,182886767523
