,quarter,roa
0,2009Q1,2.2
1,2009Q2,7.43
2,2009Q3,6.54
3,2009Q4,1.94
4,2010Q1,3.37
5,2010Q2,5.7
6,2010Q3,5.41
7,2010Q4,1.75
8,2011Q1,2.3
9,2011Q2,5.45
10,2011Q3,7.21
11,2011Q4,4.42
12,2012Q1,3.08
13,2012Q2,2.88
14,2012Q3,5.99
15,2012Q4,0.88
16,2013Q1,2.94
17,2013Q2,3.4
18,2013Q3,4.62
19,2013Q4,2.1
20,2014Q1,2.85
21,2014Q2,4.05
22,2014Q3,4.29
23,2014Q4,9.15
24,2015Q1,3.08
25,2015Q2,3.91
26,2015Q3,3.61
27,2015Q4,0.86
28,2016Q1,1.37
29,2016Q2,2.67
30,2016Q3,2.6
31,2016Q4,0.57
32,2017Q1,1.76
33,2017Q2,2.33
34,2017Q3,2.01
35,2017Q4,1.11
36,2018Q1,1.56
37,2018Q2,2.18
38,2018Q3,2.73
39,2018Q4,0.6
40,2019Q1,1.07
41,2019Q2,2.21
42,2019Q3,1.49
43,2019Q4,0.88
44,2020Q1,1.55
45,2020Q2,2.55
46,2020Q3,1.59
47,2020Q4,0.79
48,2021Q1,2.52
49,2021Q2,3.31
50,2021Q3,2.37
51,2021Q4,2.67
52,2022Q1,1.94
53,2022Q2,6.25
