quarter,quarter,change_perc_mean,change_perc_stdv
2006Q4,2006Q4,-2.491428571428571,2.6214654207868073
2007Q1,2007Q1,0.5322413793103451,3.9830822249721747
2007Q2,2007Q2,-0.13311475409836068,3.5790131512208805
2007Q3,2007Q3,0.19359375000000004,2.4118104687357125
2007Q4,2007Q4,-0.14861538461538454,2.4399224353213804
2008Q1,2008Q1,-1.0332758620689653,3.4819461123892452
2008Q2,2008Q2,-0.059166666666666666,1.6195084959213957
2008Q3,2008Q3,0.1584374999999999,3.392568076658433
2008Q4,2008Q4,-0.18106060606060612,3.4420133324677553
2009Q1,2009Q1,-0.08689655172413797,2.0373178161120444
2009Q2,2009Q2,0.5386792452830187,4.009614425034603
2009Q3,2009Q3,0.7344615384615387,3.9866891929461787
2009Q4,2009Q4,-0.2831818181818182,4.340650486200961
2010Q1,2010Q1,0.026896551724138008,3.1857154898222095
2010Q2,2010Q2,0.8535483870967739,4.104366765629095
2010Q3,2010Q3,-1.01296875,3.280468259106912
2010Q4,2010Q4,0.0342424242424242,3.837259062085476
2011Q1,2011Q1,-0.2980701754385964,2.9194223001162474
2011Q2,2011Q2,-0.940983606557377,3.46523241400344
2011Q3,2011Q3,-0.06692307692307688,2.56274750211865
2011Q4,2011Q4,-0.36676923076923085,3.4037906753410176
2012Q1,2012Q1,0.2452542372881356,2.4528655697397066
2012Q2,2012Q2,0.16483870967741934,2.917569020597869
2012Q3,2012Q3,-0.23687500000000017,3.0684052395806063
2012Q4,2012Q4,0.26830769230769225,1.8462356712635992
2013Q1,2013Q1,0.16120689655172415,2.2951971803733353
2013Q2,2013Q2,0.5004918032786886,3.7708444793483196
2013Q3,2013Q3,0.6030434782608696,4.612448792640879
2013Q4,2013Q4,0.47983333333333333,3.1751105634915264
2014Q1,2014Q1,0.17642857142857138,3.4171138425558807
2014Q2,2014Q2,-0.0063934426229507995,3.2687000641370596
2014Q3,2014Q3,-0.16890624999999992,3.7148095369525107
2014Q4,2014Q4,0.02621212121212123,2.6437908477449663
2015Q1,2015Q1,0.3525,1.841341655127883
2015Q2,2015Q2,-0.04147540983606559,3.317885288385547
2015Q3,2015Q3,0.08553846153846151,3.4272465400309104
2015Q4,2015Q4,0.021515151515151452,2.771086008949861
2016Q1,2016Q1,0.12322033898305083,2.0228321224069146
2016Q2,2016Q2,0.060161290322580635,1.2527314313661704
2016Q3,2016Q3,0.46815384615384603,5.599256337984674
2016Q4,2016Q4,0.6133846153846154,4.522568157627325
2017Q1,2017Q1,-0.07796610169491526,3.29559255289442
2017Q2,2017Q2,-0.014999999999999939,3.826069656500446
2017Q3,2017Q3,0.06390624999999998,3.593544749142175
2017Q4,2017Q4,0.18784615384615383,4.479669872151466
2018Q1,2018Q1,-0.4054237288135593,2.1424448828333857
2018Q2,2018Q2,0.38387096774193546,5.352111382003631
2018Q3,2018Q3,-0.3801562500000001,3.804259305579379
2018Q4,2018Q4,0.35661538461538467,3.5325386042313274
2019Q1,2019Q1,-0.08741379310344828,3.4007907028687745
2019Q2,2019Q2,0.43508196721311476,4.11304981044108
2019Q3,2019Q3,-0.19276923076923067,4.13044092217023
2019Q4,2019Q4,0.1215151515151515,0.9871937576542484
2020Q1,2020Q1,-0.6793220338983053,4.285523693265576
2020Q2,2020Q2,-0.32183333333333336,3.620368691622007
2020Q3,2020Q3,1.2493846153846155,5.601697253099689
2020Q4,2020Q4,0.263030303030303,3.472662454392093
2021Q1,2021Q1,0.3267241379310344,3.212436572071513
2021Q2,2021Q2,0.903934426229508,3.941050739201635
2021Q3,2021Q3,-0.863125,2.8251809184939325
2021Q4,2021Q4,0.1992307692307691,4.5172624825815095
2022Q1,2022Q1,0.08879310344827587,5.293296680322813
2022Q2,2022Q2,-0.16916666666666663,1.9942071120246554
2022Q3,2022Q3,0.15625,1.2500000000000002
