,quarter,roa
0,2006Q4,19.2
1,2007Q1,2.11
2,2007Q2,5.93
3,2007Q3,2.6
4,2007Q4,2.18
5,2008Q1,4.37
6,2008Q2,4.35
7,2008Q3,4.16
8,2008Q4,-0.28
9,2009Q1,3.82
10,2009Q2,5.27
11,2009Q3,3.59
12,2009Q4,1.41
13,2010Q1,2.47
14,2010Q2,2.69
15,2010Q3,2.31
16,2010Q4,6.16
17,2011Q1,2.45
18,2011Q2,2.34
19,2011Q3,2.27
20,2011Q4,1.74
21,2012Q1,2.17
22,2012Q2,2.29
23,2012Q3,1.33
24,2012Q4,2.66
25,2013Q1,2.22
26,2013Q2,1.45
27,2013Q3,1.74
28,2013Q4,1.35
29,2014Q1,1.65
30,2014Q2,1.19
31,2014Q3,0.88
32,2014Q4,1.1
33,2015Q1,0.51
34,2015Q2,16.25
35,2015Q3,1.31
36,2015Q4,0.3
37,2016Q1,1.36
38,2016Q2,0.49
39,2016Q3,1.58
40,2016Q4,5.69
41,2017Q1,0.72
42,2017Q2,1.47
43,2017Q3,0.01
44,2017Q4,0.82
45,2018Q1,0.0
46,2018Q2,0.0
47,2018Q3,0.0
48,2018Q4,0.12
49,2019Q1,0.0
50,2019Q2,0.0
51,2019Q3,0.01
52,2019Q4,0.15
53,2020Q1,0.01
54,2020Q2,0.0
55,2020Q3,0.01
56,2020Q4,0.41
57,2021Q1,0.01
58,2021Q2,0.21
59,2021Q3,0.0
60,2021Q4,0.14
61,2022Q1,0.01
62,2022Q2,0.15
