quarter,s,ln_s
2011Q1,0.058542763539746245,0.010821062923284353
2011Q2,0.052167802777775524,0.0057100108123084225
2011Q3,0.04703648856781248,0.00451425038525738
2011Q4,0.0,0.0
2012Q1,0.07288817973622841,0.007110324678231318
2012Q2,0.30322805122287705,0.038202103556355595
2012Q3,0.15147586094487517,0.01706145427804651
2012Q4,0.16067115813099772,0.015546159748594994
2013Q1,0.4086664260057681,0.037939193072725017
2013Q2,0.4099139116771106,0.03415894818896252
2013Q3,0.6074087210400937,0.07114405651081225
2013Q4,0.5033949706970666,0.04947176692778932
2014Q1,1.1726680835724317,0.12864663897529655
2014Q2,0.5415936678072114,0.05561809465310422
2014Q3,0.735711861450664,0.07596962938509977
2014Q4,0.813124236011414,0.08527986684136904
2015Q1,0.3309720632129542,0.03179142387729382
2015Q2,0.6484530562261199,0.06504372359144879
2015Q3,0.628854039449895,0.06026862069634577
2015Q4,0.5043595848927104,0.06432266361854702
2016Q1,0.6142587076289142,0.07168045375222992
2016Q2,0.6976065586753283,0.06884598562055534
2016Q3,0.7819903300646517,0.08009351893054527
2016Q4,0.729951877250095,0.07660475578666574
2017Q1,0.2467223890580569,0.021001418146025463
2017Q2,0.5843240239516544,0.05075244880052511
2017Q3,0.33793494345808045,0.03099253751426554
2017Q4,0.6552537862130093,0.08052311911406192
2018Q1,0.9474194421259218,0.08612543267756156
2018Q2,0.48610402248366813,0.04979406491503458
2018Q3,0.3646350883309878,0.03729985019373672
2018Q4,0.21641375634967286,0.02479837782984086
2019Q1,0.2012043650455022,0.022742624871472713
2019Q2,0.07727203384021464,0.008379925872461771
2019Q3,0.08131076711148172,0.014120982240533929
2019Q4,0.0506551220690525,0.007666671304622518
2020Q1,0.3132057738095443,0.05150219871460098
2020Q2,0.1892879726567149,0.025809079365849093
2020Q3,0.5790190566614815,0.07795614813968647
2020Q4,0.6826270978928299,0.09691030018262418
2021Q1,0.8945648542398372,0.11388558615140941
2021Q2,0.5600550566515395,0.0665328004289476
2021Q3,0.4269719336853046,0.0535012983168124
2021Q4,0.4638736506370987,0.045854363130474
2022Q1,0.4873692869451253,0.053411523839633185
2022Q2,0.40986958908159343,0.047829500689113555
2022Q3,0.17184654970438548,0.022278236420563636
