,quarter,roa
0,2009Q3,5.9
1,2009Q4,2.7
2,2010Q1,2.71
3,2010Q2,2.61
4,2010Q3,2.08
5,2010Q4,2.26
6,2011Q1,2.26
7,2011Q2,2.32
8,2011Q3,2.37
9,2011Q4,2.19
10,2012Q1,2.9
11,2012Q2,2.99
12,2012Q3,2.19
13,2012Q4,2.36
14,2013Q1,2.55
15,2013Q2,2.57
16,2013Q3,2.46
17,2013Q4,2.01
18,2014Q1,2.69
19,2014Q2,2.98
20,2014Q3,2.26
21,2014Q4,2.05
22,2015Q1,2.79
23,2015Q2,2.82
24,2015Q3,2.04
25,2015Q4,1.41
26,2016Q1,1.65
27,2016Q2,1.63
28,2016Q3,1.21
29,2016Q4,1.26
30,2017Q1,0.21
31,2017Q2,0.37
32,2017Q3,0.28
33,2017Q4,3.2
34,2018Q1,0.08
35,2018Q2,0.35
36,2018Q3,0.28
37,2018Q4,0.66
38,2019Q1,0.08
39,2019Q2,0.41
40,2019Q3,0.37
41,2019Q4,0.17
42,2020Q1,0.1
43,2020Q2,0.33
44,2020Q3,0.04
45,2020Q4,-1.98
46,2021Q1,-1.12
47,2021Q2,-0.66
48,2021Q3,-0.65
49,2021Q4,3.55
50,2022Q1,0.02
51,2022Q2,0.04
