,date,quarter,price,shares_est,market_cap
0,2010-03-31,2010Q1,37.2,15500227.865931973,576608476613
1,2010-06-30,2010Q2,37.0,15499812.539054364,573493063945
2,2010-09-30,2010Q3,34.5,15499842.146803472,534744554065
3,2010-12-31,2010Q4,31.2,15500237.24792408,483607402135
4,2011-03-31,2011Q1,23.0,15500112.764997743,356502593595
5,2011-06-30,2011Q2,21.6,17650026.168525305,381240565240
6,2011-09-30,2011Q3,17.4,17650096.47032119,307111678584
7,2011-12-30,2011Q4,14.6,17649886.940727286,257688349335
8,2012-03-30,2012Q1,16.5,17650194.606616624,291228211009
9,2012-06-29,2012Q2,19.9,17650151.633897845,351238017515
10,2012-09-28,2012Q3,19.5,17650048.780487806,344175951220
11,2012-12-28,2012Q4,18.5,21180305.23813176,391835646905
12,2013-03-29,2013Q1,27.5,21180263.980293397,582457259458
13,2013-06-28,2013Q2,30.0,21179966.53815378,635398996145
14,2013-09-30,2013Q3,37.0,21180113.3436373,783664193715
15,2013-12-31,2013Q4,42.5,23298118.936532624,990170054803
16,2014-03-31,2014Q1,45.2,23297889.201066207,1053064591888
17,2014-06-30,2014Q2,41.0,23298033.28290469,955219364599
18,2014-09-30,2014Q3,55.0,23297943.230601653,1281386877683
19,2014-12-31,2014Q4,53.0,26792711.03955505,1420013685096
20,2015-03-31,2015Q1,56.5,26792422.568343017,1513771875111
21,2015-06-30,2015Q2,70.0,26792147.64394232,1875450335076
22,2015-09-30,2015Q3,72.0,29471791.055354737,2121968955986
23,2015-12-31,2015Q4,85.0,29471682.52828156,2505093014904
24,2016-03-31,2016Q1,67.5,38313001.60513644,2586127608347
25,2016-06-30,2016Q2,91.0,38313098.49521204,3486491963064
26,2016-09-30,2016Q3,106.0,38313376.05126152,4061217861434
27,2016-12-30,2016Q4,101.0,38312557.02081778,3869568259103
28,2017-03-31,2017Q1,106.9,38312085.73129589,4095561964676
29,2017-06-30,2017Q2,137.5,38312109.00019191,5267914987526
30,2017-09-29,2017Q3,99.0,49806709.26517572,4930864217252
31,2017-12-29,2017Q4,101.0,50555900.02861776,5106145902890
32,2018-03-30,2018Q1,98.5,50557247.370827615,4979888866027
33,2018-06-29,2018Q2,98.4,50555699.644425854,4974680845012
34,2018-09-28,2018Q3,74.8,65722469.55962023,4916040723060
35,2018-12-28,2018Q4,65.0,65723877.1175465,4272052012641
36,2019-03-29,2019Q1,60.0,70723517.43340398,4243411046004
37,2019-06-28,2019Q2,56.0,70722429.83223344,3960456070605
38,2019-09-30,2019Q3,51.3,77792958.23565164,3990778757489
39,2019-12-31,2019Q4,39.9,77793482.00447735,3103959931979
40,2020-03-31,2020Q1,27.0,77793640.084559,2100428282283
41,2020-06-30,2020Q2,35.9,77795852.32452142,2792871098450
42,2020-09-30,2020Q3,35.0,76295629.02152207,2670347015753
43,2020-12-31,2020Q4,39.0,77793797.00084546,3033958083033
44,2021-03-31,2021Q1,38.45,77795754.94037113,2991246777457
45,2021-06-30,2021Q2,38.8,77793258.51967984,3018378430564
46,2021-09-30,2021Q3,41.45,77794137.03687426,3224566980178
47,2021-12-31,2021Q4,45.6,77793412.02539736,3547379588358
48,2022-03-31,2022Q1,46.8,77793679.23759876,3640744188320
49,2022-06-30,2022Q2,49.6,77795755.2370452,3858669459757
