,timestamp,delta_volume,date,note
0,1187542800,894497,2007-08-20,"Niêm yết cổ phiếu bổ sung - 894,497 CP"
1,1188406800,894497,2007-08-30,"Giao dịch bổ sung - 894,497 CP"
2,1190566800,1500000,2007-09-24,"Niêm yết cổ phiếu bổ sung - 1,500,000 CP"
3,1191258000,1500000,2007-10-02,"Giao dịch bổ sung - 1,500,000 CP"
4,1245862800,4199074,2009-06-25,"Niêm yết cổ phiếu bổ sung - 4,199,074 CP"
5,1246381200,4199074,2009-07-01,"Giao dịch bổ sung - 4,199,074 CP"
6,1364144400,1763860,2013-03-25,"Niêm yết cổ phiếu bổ sung - 1,763,860 CP"
7,1364144400,1763860,2013-03-25,"Giao dịch bổ sung - 1,763,860 CP"
8,1404147600,1057899,2014-07-01,"Niêm yết cổ phiếu bổ sung - 1,057,899 CP"
9,1404666000,1057899,2014-07-07,"Giao dịch bổ sung - 1,057,899 CP"
10,1481475600,3865290,2016-12-12,"Niêm yết cổ phiếu bổ sung - 3,865,290 CP"
11,1482166800,3786432,2016-12-20,"Giao dịch bổ sung - 3,786,432 CP"
12,1510333200,78858,2017-11-11,"Giao dịch bổ sung - 78,858 CP"
13,1563469200,2325308,2019-07-19,"Niêm yết cổ phiếu bổ sung - 2,325,308 CP"
14,1564333200,2325308,2019-07-29,"Giao dịch bổ sung - 2,325,308 CP"
15,1581958800,8915437,2020-02-18,"Niêm yết cổ phiếu bổ sung - 8,915,437 CP"
16,1582822800,8137570,2020-02-28,"Giao dịch bổ sung - 8,137,570 CP"
17,1600794000,3208915,2020-09-23,"Niêm yết cổ phiếu bổ sung - 3,208,915 CP"
18,1602003600,3208915,2020-10-07,"Giao dịch bổ sung - 3,208,915 CP"
19,1610557200,777867,2021-01-14,"Giao dịch bổ sung - 777,867 CP"
20,1633453200,2994979,2021-10-06,"Niêm yết cổ phiếu bổ sung - 2,994,979 CP"
