,quarter,roa
0,2009Q2,-39.65
1,2009Q3,6.13
2,2009Q4,6.91
3,2010Q1,6.53
4,2010Q2,6.63
5,2010Q3,7.03
6,2010Q4,7.22
7,2011Q1,6.7
8,2011Q2,6.46
9,2011Q3,7.37
10,2011Q4,7.47
11,2012Q1,6.99
12,2012Q2,6.57
13,2012Q3,7.01
14,2012Q4,7.61
15,2013Q1,7.02
16,2013Q2,7.86
17,2013Q3,8.0
18,2013Q4,8.21
19,2014Q1,7.34
20,2014Q2,7.76
21,2014Q3,7.6
22,2014Q4,6.92
23,2015Q1,6.49
24,2015Q2,6.66
25,2015Q3,7.34
26,2015Q4,6.89
27,2016Q1,6.8
28,2016Q2,6.51
29,2016Q3,7.12
30,2016Q4,6.57
31,2017Q1,6.13
32,2017Q2,5.75
33,2017Q3,6.51
34,2017Q4,5.73
35,2018Q1,5.8
36,2018Q2,5.4
37,2018Q3,5.44
38,2018Q4,5.52
39,2019Q1,4.95
40,2019Q2,5.11
41,2019Q3,5.34
42,2019Q4,5.32
43,2020Q1,5.26
44,2020Q2,4.06
45,2020Q3,4.53
46,2020Q4,4.6
47,2021Q1,4.11
48,2021Q2,4.69
49,2021Q3,0.7
50,2021Q4,5.48
51,2022Q1,4.11
52,2022Q2,4.68
53,2022Q3,4.27
