,quarter,roa
0,2013Q3,6.05
1,2013Q4,3.53
2,2014Q1,4.25
3,2014Q2,3.96
4,2014Q3,2.98
5,2014Q4,0.27
6,2015Q1,1.66
7,2015Q2,0.34
8,2015Q3,0.25
9,2015Q4,0.05
10,2016Q1,0.03
11,2016Q2,-0.01
12,2016Q3,-0.46
13,2016Q4,1.16
14,2017Q1,0.13
15,2017Q2,0.15
16,2017Q3,0.26
17,2017Q4,-0.24
18,2018Q1,0.17
19,2018Q2,0.64
20,2018Q3,0.08
21,2018Q4,-0.24
22,2019Q1,0.19
23,2019Q2,0.86
24,2019Q3,0.16
25,2019Q4,-0.42
26,2020Q1,0.64
27,2020Q2,0.3
28,2020Q3,0.03
29,2020Q4,-0.18
30,2021Q1,0.09
31,2021Q2,0.08
32,2021Q3,0.05
33,2021Q4,0.06
34,2022Q1,0.06
35,2022Q2,-0.73
