,date,quarter,price,shares_est,lev,market_cap
0,2005-09-30,2005Q3,16.8,3112872.023809524,0.7579605630368144,52296250000
1,2005-12-30,2005Q4,16.6,3112899.445269162,0.7727871482182187,51674130791
2,2006-03-31,2006Q1,34.5,3112899.445269162,0.7727871482182187,107395030862
3,2006-06-30,2006Q2,27.0,3154845.53213989,0.7707901135359931,85180829368
4,2006-09-29,2006Q3,27.2,3654799.7027629535,0.7128633486386016,99410551915
5,2006-12-29,2006Q4,23.4,3999938.412268276,0.65384471538983,93598558847
6,2007-03-30,2007Q1,36.7,3999877.585995838,0.617621585114324,146795507406
7,2007-06-29,2007Q2,29.8,4000058.6854460095,0.6248858036162798,119201748826
8,2007-09-28,2007Q3,33.0,5864445.194579736,0.4956725465167954,193526691421
9,2007-12-28,2007Q4,37.2,6499923.512314517,0.41272137362143,241797154658
10,2008-03-31,2008Q1,20.2,6500053.011026293,0.5762256110310335,131301070823
11,2008-06-30,2008Q2,11.8,6500000.0,0.6526708674012435,76700000000
12,2008-09-30,2008Q3,12.2,6500104.438642298,0.6894303713454446,79301274151
13,2008-12-31,2008Q4,9.1,6499973.41980756,0.5902892170677508,59149758120
14,2009-03-31,2009Q1,7.6,6500000.0,0.5864446158853514,49400000000
15,2009-06-30,2009Q2,10.7,10058991.019931372,0.5668380081212355,107631203913
16,2009-09-30,2009Q3,11.8,10058642.427796513,0.5542938420497746,118691980648
17,2009-12-31,2009Q4,9.6,10059253.477150155,0.5450519102490431,96568833381
18,2010-03-31,2010Q1,11.7,10058577.997877607,0.5597863594402466,117685362575
19,2010-06-30,2010Q2,13.6,10058968.772694264,0.5558704967859658,136801975309
20,2010-09-30,2010Q3,10.2,10058768.723571992,0.6736585338847341,102599440980
21,2010-12-31,2010Q4,8.9,10058636.166208196,0.61016297513358,89521861879
22,2011-03-31,2011Q1,6.9,10059271.619268715,0.6350994633046756,69408974173
23,2011-06-30,2011Q2,5.6,10058546.080706744,0.7023105746255162,56327858052
24,2011-09-30,2011Q3,5.6,10573831.497469485,0.6372795053161403,59213456386
25,2011-12-30,2011Q4,3.6,10573819.710275464,0.642694997494883,38065750957
26,2012-03-30,2012Q1,6.0,10059242.832250912,0.6818221656228699,60355456994
27,2012-06-29,2012Q2,4.5,10059036.726804124,0.6892737438037271,45265665271
28,2012-09-28,2012Q3,3.8,10058587.479935795,0.680152405077116,38222632424
29,2012-12-28,2012Q4,3.8,10058623.830421465,0.6828174836085749,38222770556
30,2013-03-29,2013Q1,4.0,11040081.720011674,0.7026911591413773,44160326880
31,2013-06-28,2013Q2,5.6,11039714.867617108,0.7191516241353139,61822403259
32,2013-09-30,2013Q3,5.0,11040590.798002338,0.7199681955585161,55202953990
33,2013-12-31,2013Q4,5.6,11039677.768426117,0.7433408134328636,61822195503
34,2014-03-31,2014Q1,6.0,11039524.124256443,0.7682921394334177,66237144746
35,2014-06-30,2014Q2,6.6,11039297.513475915,0.8415411819166682,72859363589
36,2014-09-30,2014Q3,8.6,11039863.663307646,0.7928878413515715,94942827504
37,2014-12-31,2014Q4,12.4,11039900.613855598,0.798378699442185,136894767612
38,2015-03-31,2015Q1,13.0,11039636.534544883,0.8340896220445014,143515274949
39,2015-06-30,2015Q2,14.0,11039749.608763693,0.8413927828233573,154556494523
40,2015-09-30,2015Q3,12.1,11040832.19910558,0.8623533383536475,133594069609
41,2015-12-31,2015Q4,14.0,11040125.45965823,0.7859854940823806,154561756435
42,2016-03-31,2016Q1,10.7,11039832.746478872,0.8021943341537724,118126210387
43,2016-06-16,2016Q2,14.0,11039766.650461838,0.7867449974236288,154556733106
44,2016-09-30,2016Q3,16.0,11040671.023115186,0.7861600988609811,176650736370
45,2016-12-30,2016Q4,16.7,10799818.429414434,0.8195391755940632,180356967771
46,2017-03-31,2017Q1,11.95,10799780.941949615,0.8187469883957282,129057382256
47,2017-06-30,2017Q2,15.85,10798859.354313066,0.822209924845389,171161920766
48,2017-09-29,2017Q3,21.5,10799846.035411855,0.8155701795039394,232196689761
49,2017-12-29,2017Q4,23.85,10800751.879699249,0.9441067845709384,257597932331
50,2018-03-30,2018Q1,18.35,10801446.94533762,0.9497689736419472,198206551447
51,2018-06-29,2018Q2,15.25,10800477.184610795,0.9380920209959706,164707277065
52,2018-09-28,2018Q3,13.3,10799181.090638377,0.6340957376456533,143629108505
53,2018-12-28,2018Q4,18.0,10799619.664741512,0.6381564804234605,194393153965
54,2019-03-29,2019Q1,16.05,10799000.35701535,0.6431133413805564,173323955730
55,2019-06-28,2019Q2,12.1,10799382.716049382,0.6599799007034688,130672530864
56,2019-09-30,2019Q3,13.4,10799016.715830876,0.6533715144870471,144706823992
57,2019-12-31,2019Q4,14.3,10799031.945788965,0.6367368368381405,154426156825
58,2020-03-31,2020Q1,10.85,10799032.302030804,0.6837548830265565,117169500477
59,2020-06-30,2020Q2,9.7,11040456.58141887,0.6888981613539658,107092428840
60,2020-09-30,2020Q3,8.85,10799636.069551151,0.6897086545624249,95576779216
61,2020-12-31,2020Q4,9.65,10799561.742717195,0.669025697845612,104215770817
62,2021-03-31,2021Q1,9.6,10799506.076558134,0.6762717035297168,103675258335
63,2021-06-30,2021Q2,9.6,10799186.440677969,0.7004349930689859,103672189831
64,2021-09-30,2021Q3,9.0,10799132.416734064,0.7168603034657084,97192191751
65,2021-12-31,2021Q4,13.5,10799347.239960266,0.702290627409912,145791187739
66,2022-03-31,2022Q1,10.3,10799318.782149311,0.692793977859522,111232983456
67,2022-06-30,2022Q2,9.72,10799388.379204892,0.7009280000057814,104970055046
