quarter,change_perc_mean,change_perc_stdv
2008Q1,-2.436153846153846,2.9634494453903906
2008Q2,-0.03383333333333333,1.662037846217675
2008Q3,0.05390625,3.3056745906105056
2008Q4,-0.2803030303030303,2.6962001578842947
2009Q1,-0.4479310344827586,2.870499533897834
2009Q2,1.122258064516129,3.9288372364697928
2009Q3,0.33861538461538465,2.8997364518839666
2009Q4,-0.3804545454545455,2.888955324530455
2010Q1,0.23913793103448275,2.7153677560906364
2010Q2,0.0012903225806452053,2.09655258317152
2010Q3,-0.010625000000000015,1.8783358685071834
2010Q4,0.4296969696969697,2.4885380136179247
2011Q1,-0.0775438596491228,2.4850907433142684
2011Q2,-0.1683606557377049,2.507098043773497
2011Q3,0.36953846153846154,1.864823576415165
2011Q4,0.01076923076923078,1.9544950656214157
2012Q1,0.3772881355932204,2.192685198806182
2012Q2,0.36870967741935484,3.3431395295935586
2012Q3,0.09953125,2.6561891963162156
2012Q4,0.05923076923076924,2.112296815444852
2013Q1,-0.08189655172413793,1.9226219824386492
2013Q2,-0.024098360655737727,1.7259426188310163
2013Q3,-0.14569230769230768,1.1052035576517814
2013Q4,0.05818181818181818,1.2616800875644518
2014Q1,0.11464285714285713,1.8592353895529836
2014Q2,-0.10049180327868852,1.7818384010430612
2014Q3,-0.06078125,0.9759639999337406
2014Q4,0.15954545454545455,1.5286257597223438
2015Q1,-0.27767857142857144,2.13896660781571
2015Q2,0.4026229508196721,2.3641474161871723
2015Q3,0.01338461538461538,1.6843213367361396
2015Q4,0.9333333333333333,1.948332094053257
2016Q1,0.35389830508474573,2.844318000159539
2016Q2,0.1440322580645161,2.306240613950366
2016Q3,0.012307692307692311,2.100028101918199
2016Q4,0.06215384615384614,2.053462390320684
2017Q1,0.01949152542372882,1.123164285782796
2017Q2,0.5982258064516129,2.5617748229025787
2017Q3,-0.42125,2.98399567002537
2017Q4,-0.31138461538461537,2.525059947879379
2018Q1,-0.24385964912280705,3.1713070504953165
2018Q2,-0.1714516129032258,2.6228003097516637
2018Q3,0.50765625,1.8701818451499768
2018Q4,0.01738461538461538,1.8079436496707009
2019Q1,-0.10793103448275862,1.2142455005109931
2019Q2,-0.09852459016393442,1.2204341250358055
2019Q3,0.06092307692307692,0.8916570302618517
2019Q4,0.05863636363636363,0.9994843075901099
2020Q1,-0.5871186440677966,3.1061701947550033
2020Q2,0.1079032258064516,2.3542024768393723
2020Q3,0.17984615384615385,2.043885310740683
2020Q4,0.5563636363636364,2.4092486133894284
2021Q1,0.18620689655172412,3.3938426327824858
2021Q2,-0.07193548387096774,2.571496240285453
2021Q3,0.05859375,3.2175919553404264
2021Q4,0.3331818181818182,2.5271687771045346
2022Q1,-0.2174137931034483,2.76560044579316
2022Q2,-0.4398387096774193,3.6318430004773528
2022Q3,-0.321875,1.9991124022489073
