quarter,trend
2005Q1,0.0
2005Q2,6.5
2005Q3,13.5
2005Q4,12.5
2006Q1,10.5
2006Q2,0.0
2006Q3,2.0
2006Q4,0.0
2007Q1,4.0
2007Q2,2.5
2007Q3,0.0
2007Q4,1.0
2008Q1,1.5
2008Q2,1.5
2008Q3,0.0
2008Q4,1.0
2009Q1,0.5
2009Q2,2.0
2009Q3,2.0
2009Q4,2.0
2010Q1,1.5
2010Q2,1.5
2010Q3,1.5
2010Q4,0.5
2011Q1,0.0
2011Q2,0.5
2011Q3,1.0
2011Q4,1.0
2012Q1,0.5
2012Q2,0.0
2012Q3,2.0
2012Q4,1.0
2013Q1,1.5
2013Q2,0.0
2013Q3,2.5
2013Q4,2.0
2014Q1,1.5
2014Q2,0.5
2014Q3,3.0
2014Q4,4.0
2015Q1,3.5
2015Q2,1.0
2015Q3,7.5
2015Q4,7.5
2016Q1,7.5
2016Q2,3.5
2016Q3,14.5
2016Q4,14.5
2017Q1,13.5
2017Q2,5.0
2017Q3,25.0
2017Q4,37.5
2018Q1,35.5
2018Q2,13.0
2018Q3,54.0
2018Q4,67.0
2019Q1,57.0
2019Q2,19.5
2019Q3,60.0
2019Q4,69.5
2020Q1,30.0
2020Q2,52.0
2020Q3,60.0
2020Q4,100.0
2021Q1,65.0
2021Q2,24.5
2021Q3,63.5
2021Q4,93.5
2022Q1,58.5
2022Q2,20.0
2022Q3,65.5
