,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2010Q1,362078.0,196175.0,127484.0,107495.0,107495.0,64265722.0,13026380.0,24578573.0,60628221.0,7492304.0,39823289.0,3637501.0,3180607.0,191157.0,358.0,12125.0,0.0,2.99,0.17
1,2015Q2,262263.0,340242.0,286841.0,286841.0,286841.0,95713006.0,13117473.0,19706837.0,86301699.0,21474156.0,59331844.0,9411307.0,8285676.0,733094.0,359.0,11764.0,0.0,6.1,0.6
2,2016Q1,483052.0,380812.0,131417.0,131417.0,131417.0,109973051.0,13228995.0,31036274.0,96266498.0,25600297.0,64899532.0,13706553.0,12035628.0,1068124.0,356.0,11665.0,0.0,0.96,0.12
3,2016Q2,332252.0,428753.0,6730.0,5520.0,5520.0,113950960.0,14015386.0,32907468.0,100394862.0,23017356.0,71265306.0,13556098.0,11879878.0,1055238.0,117.0,11537.0,0.0,0.04,0.0
4,2016Q3,387973.0,443296.0,53982.0,45353.0,45353.0,87603655.0,4841963.0,31719251.0,74036921.0,10061868.0,58182284.0,13566734.0,11879878.0,1100590.0,155.0,11546.0,0.0,0.33,0.05
5,2016Q4,1049365.0,644236.0,-28098.0,-42286.0,-42286.0,92605862.0,7562696.0,34666848.0,79005876.0,10536234.0,57586806.0,13599986.0,11879878.0,1058145.0,119.0,11574.0,0.0,-0.31,-0.05
6,2017Q1,310539.0,435242.0,-31294.0,-31294.0,-31294.0,97661436.0,6467223.0,32786278.0,84076112.0,17038424.0,57719057.0,13585324.0,11879878.0,1026851.0,-19.0,11562.0,0.0,-0.23,-0.03
7,2017Q2,416528.0,445167.0,561026.0,561026.0,561026.0,99352080.0,8013317.0,33546412.0,85263370.0,15123602.0,59637823.0,14088710.0,11879878.0,1565890.0,453.0,11990.0,0.0,4.05,0.57
8,2017Q3,447419.0,476458.0,59158.0,59158.0,59158.0,103946297.0,7321005.0,34977830.0,89807312.0,17736275.0,61469389.0,14138985.0,11879878.0,1625047.0,465.0,12033.0,0.0,0.42,0.06
9,2017Q4,427591.0,708995.0,-424461.0,-466858.0,-466858.0,112238978.0,8602306.0,35783876.0,98517036.0,29534151.0,56848515.0,13721942.0,11879878.0,1158010.0,104.0,11678.0,0.0,-3.35,-0.43
10,2018Q1,440490.0,481421.0,233001.0,233001.0,233001.0,116108707.0,11749019.0,34646392.0,102224461.0,31742789.0,60030224.0,13884246.0,11879878.0,1391010.0,329.0,11816.0,0.0,1.69,0.2
11,2018Q3,547449.0,600288.0,21395.0,7450.0,7450.0,128056527.0,15098722.0,39325425.0,114248442.0,36693158.0,64767351.0,13808085.0,11879878.0,1389810.0,-193.0,11752.0,0.0,0.11,0.01
12,2018Q4,1238591.0,1287156.0,797689.0,630709.0,630709.0,138873904.0,22697733.0,47759943.0,125040451.0,37670811.0,63528770.0,13833453.0,11109953.0,2020170.0,741.0,11773.0,0.0,4.56,0.47
13,2019Q1,605844.0,626290.0,73000.0,61377.0,61377.0,134943613.0,20838279.0,47681835.0,121041610.0,40601090.0,65483945.0,13902003.0,11109953.0,2068249.0,595.0,11831.0,0.0,0.44,0.05
14,2019Q2,570736.0,363049.0,493847.0,399040.0,399040.0,144721024.0,21906076.0,54271015.0,130451261.0,46366423.0,68258512.0,14269763.0,11109953.0,2337079.0,935.0,12144.0,0.0,2.83,0.29
15,2019Q3,864161.0,681433.0,497095.0,400408.0,400408.0,148342376.0,24153476.0,56590103.0,133661012.0,40463661.0,77342806.0,14681364.0,11109953.0,2744707.0,1269.0,12495.0,0.0,2.77,0.27
16,2019Q4,1021361.0,831409.0,223883.0,175515.0,175515.0,156977945.0,20578997.0,62708342.0,142114423.0,47017860.0,80872643.0,14863522.0,11109953.0,2919447.0,882.0,12650.0,0.0,1.19,0.11
17,2020Q1,893816.0,894069.0,289610.0,224322.0,224322.0,154766381.0,16764401.0,64708383.0,139700490.0,47351964.0,81525008.0,15065891.0,11109953.0,3144638.0,1021.0,12822.0,0.0,1.5,0.14
18,2020Q2,1084148.0,665600.0,684592.0,550298.0,550298.0,164740405.0,19422727.0,69012264.0,149107330.0,53420949.0,83191281.0,15633075.0,11109953.0,3538888.0,1149.0,13305.0,0.0,3.59,0.34
19,2020Q3,1309560.0,699305.0,691991.0,553224.0,553224.0,166489341.0,17844564.0,72418615.0,150327499.0,56370990.0,80029059.0,16161842.0,11109953.0,4092111.0,1279.0,13755.0,0.0,3.48,0.33
20,2020Q4,1534865.0,1326947.0,857122.0,683302.0,683302.0,176697625.0,16977765.0,78497568.0,159822806.0,56025723.0,87510188.0,16874819.0,11109953.0,4775413.0,1712.0,14362.0,10.98,4.14,0.4
21,2021Q1,1419750.0,712911.0,1147196.0,898653.0,898653.0,186907995.0,18607438.0,88588707.0,169126685.0,62584149.0,91823350.0,17781310.0,11109953.0,5372531.0,2436.0,15368.0,8.97,5.19,0.49
22,2021Q2,1476985.0,1081848.0,1972098.0,1580273.0,1580273.0,183124438.0,19867948.0,90301743.0,162816582.0,58004282.0,86045919.0,20307856.0,12062907.0,6948820.0,3291.0,17552.0,9.18,8.3,0.85
23,2021Q3,1626968.0,714259.0,1009308.0,809551.0,809551.0,195513048.0,28246318.0,96813026.0,174224463.0,60235702.0,94001785.0,21288585.0,12242907.0,7758373.0,3474.0,18118.0,8.43,3.89,0.43
24,2021Q4,1692541.0,1422897.0,959857.0,746260.0,746260.0,203665423.0,33441936.0,99875801.0,181627638.0,68035603.0,94616419.0,22037785.0,15767318.0,4993494.0,3292.0,14427.0,8.81,3.44,0.37
25,2022Q1,1964012.0,740386.0,1494917.0,1149143.0,1149143.0,195740713.0,24105507.0,108842985.0,172625864.0,58067553.0,96203566.0,23114849.0,15767318.0,6142637.0,3231.0,15132.0,7.86,5.09,0.58
26,2022Q2,2059750.0,1058145.0,1840973.0,1491994.0,1491994.0,195057359.0,27914845.0,109069670.0,170479188.0,52121729.0,98326314.0,24578171.0,15767318.0,7015567.0,2960.0,16090.0,5.74,6.26,0.76
