,date,quarter,price,shares_est,market_cap
0,2007-12-28,2007Q4,55.0,5000123.281760464,275006780497
1,2008-03-31,2008Q1,19.7,5000000.0,98500000000
2,2008-06-30,2008Q2,11.5,5000063.983620193,57500735812
3,2008-09-30,2008Q3,13.7,4999875.876621362,68498299510
4,2008-12-31,2008Q4,10.7,4999879.263507395,53498708120
5,2009-03-31,2009Q1,12.2,5000117.778693834,61001436900
6,2009-06-30,2009Q2,14.4,5000000.0,72000000000
7,2009-09-30,2009Q3,32.3,5000119.947223222,161503874295
8,2009-12-31,2009Q4,33.3,4999945.349218494,166498180129
9,2010-03-31,2010Q1,28.0,4999944.988447574,139998459677
10,2010-06-30,2010Q2,28.8,8000065.376569037,230401882845
11,2010-09-30,2010Q3,27.0,7999809.111733265,215994846017
12,2010-12-31,2010Q4,20.0,7999813.86114041,159996277223
13,2011-03-31,2011Q1,14.5,8000000.0,116000000000
14,2011-06-30,2011Q2,10.0,8000136.724090785,80001367241
15,2011-09-30,2011Q3,9.0,7999802.358521642,71998221227
16,2011-12-30,2011Q4,5.4,7999801.914823374,43198930340
17,2012-03-30,2012Q1,8.9,8000269.2696061935,71202396499
18,2012-06-29,2012Q2,8.2,8000144.061081898,65601181301
19,2012-09-28,2012Q3,4.5,8000284.474788422,36001280137
20,2012-12-28,2012Q4,4.4,7999847.433061256,35199328705
21,2013-03-29,2013Q1,4.6,8000076.126674787,36800350183
22,2013-06-28,2013Q2,3.8,7999684.318522611,30398800410
23,2013-09-30,2013Q3,3.1,8000078.777375137,24800244210
24,2013-12-31,2013Q4,5.2,7999779.832672832,41598855130
25,2014-03-31,2014Q1,8.6,8000000.0,68800000000
26,2014-06-30,2014Q2,6.7,7999929.072983899,53599524789
27,2014-09-30,2014Q3,7.1,8000140.884756269,56801000282
28,2014-12-31,2014Q4,8.5,7999789.133338019,67998207633
29,2015-03-31,2015Q1,7.9,7999854.946330142,63198854076
30,2015-06-30,2015Q2,9.0,8000000.0,72000000000
31,2015-09-30,2015Q3,12.5,8000212.856534695,100002660707
32,2015-12-31,2015Q4,13.8,8000138.121546961,110401906077
33,2016-03-31,2016Q1,15.2,8000143.133185429,121602175624
34,2016-06-30,2016Q2,20.8,7999929.042787199,166398524090
35,2016-09-30,2016Q3,26.4,8000000.0,211200000000
36,2016-12-30,2016Q4,15.6,11000081.08327252,171601264899
37,2017-03-31,2017Q1,22.8,10999237.029501526,250782604273
38,2017-06-30,2017Q2,24.3,10999669.011170872,267291956971
39,2017-09-29,2017Q3,17.8,10999593.032720167,195792755982
40,2017-12-29,2017Q4,17.3,10999369.532666087,190289092915
41,2018-03-30,2018Q1,16.9,10999925.947867298,185898748519
42,2018-06-29,2018Q2,12.2,11000080.932340564,134200987375
43,2018-09-28,2018Q3,10.5,10999759.576855265,115497475557
44,2018-12-28,2018Q4,9.5,21999912.755191065,208999171174
45,2019-03-29,2019Q1,8.3,21998695.992349826,182589176737
46,2019-06-28,2019Q2,7.9,21999254.63523712,173794111618
47,2019-09-30,2019Q3,6.1,22878844.188423306,139560949549
48,2019-12-31,2019Q4,6.1,22878906.25,139561328125
49,2020-03-31,2020Q1,6.4,22878513.965470485,146422489379
50,2020-06-30,2020Q2,4.7,22878954.73635091,107531087261
51,2020-09-30,2020Q3,4.7,22879710.413959533,107534638946
52,2020-12-31,2020Q4,6.6,24022518.38235294,158548621324
53,2021-03-31,2021Q1,16.0,24022181.48487626,384354903758
54,2021-06-30,2021Q2,13.3,24022145.265652057,319494532033
55,2021-09-30,2021Q3,20.7,24023286.9379015,497282039615
56,2021-12-31,2021Q4,24.7,48044296.68477243,1186694128114
57,2022-03-31,2022Q1,22.5,48044774.72424752,1081007431296
58,2022-06-30,2022Q2,9.4,48046255.71202089,451634803693
