,date,quarter,price,shares_est,market_cap
0,2010-06-30,2010Q2,18.7,13499588.402085427,252442303119
1,2010-09-30,2010Q3,11.6,13500240.96385542,156602795181
2,2010-12-31,2010Q4,11.8,13499802.097763704,159297664754
3,2011-03-31,2011Q1,8.3,13528626.52032038,112287600119
4,2011-06-30,2011Q2,4.4,13529376.196714705,59529255266
5,2011-09-30,2011Q3,5.2,13528683.914510686,70349156355
6,2011-12-30,2011Q4,2.6,13528464.163822526,35174006826
7,2012-03-30,2012Q1,4.6,13529555.979297196,62235957505
8,2012-06-29,2012Q2,3.6,13529090.909090908,48704727273
9,2012-09-28,2012Q3,2.4,13529180.842711331,32470034023
10,2012-12-28,2012Q4,2.5,13528795.098706605,33821987747
11,2013-03-29,2013Q1,2.5,13529841.656516444,33824604141
12,2013-06-28,2013Q2,4.0,13529771.615008157,54119086460
13,2013-09-19,2013Q3,3.8,13529663.281667557,51412720470
14,2013-12-31,2013Q4,4.2,13529365.904365905,56823336798
15,2014-03-31,2014Q1,6.9,13528683.769498518,93347918010
16,2014-06-30,2014Q2,4.8,13528697.001034126,64937745605
17,2014-09-30,2014Q3,6.3,13529313.016528925,85234672004
18,2014-12-31,2014Q4,5.1,13529049.402101705,68998151951
19,2015-03-31,2015Q1,5.2,13528383.233532934,70347592814
20,2015-06-30,2015Q2,5.8,13529706.601466993,78472298289
21,2015-09-30,2015Q3,4.8,13529534.058945823,64941763483
22,2015-12-31,2015Q4,4.5,13528541.645984314,60878437407
23,2016-03-31,2016Q1,5.7,13528588.445503276,77112954139
24,2016-06-30,2016Q2,8.0,13528577.09863068,108228616789
25,2016-09-30,2016Q3,9.0,13529330.024813896,121763970223
26,2016-12-30,2016Q4,5.66,13528816.585656185,76573101875
27,2017-03-31,2017Q1,5.99,13528657.991457237,81036661369
28,2017-06-30,2017Q2,4.92,13528513.824884793,66560288018
29,2017-09-29,2017Q3,5.2,13528390.562056398,70347630923
30,2017-12-29,2017Q4,5.22,13529422.771073066,70623586865
31,2018-03-30,2018Q1,5.56,13528845.254791958,75220379617
32,2018-06-29,2018Q2,5.64,13528399.80778472,76300174916
33,2018-09-28,2018Q3,6.94,13528441.57061194,93887384500
34,2018-12-28,2018Q4,7.87,13529236.221206753,106475089061
35,2019-03-29,2019Q1,9.1,34028364.68885673,309658118669
36,2019-06-28,2019Q2,9.9,34027668.74102441,336873920536
37,2019-09-30,2019Q3,8.82,34027953.89048991,300126553314
38,2019-12-31,2019Q4,9.66,34030465.62386322,328734297927
39,2020-03-31,2020Q1,8.03,34029435.66591422,273256368397
40,2020-06-30,2020Q2,8.34,34027850.14823466,283792270236
41,2020-09-30,2020Q3,10.15,34027881.04089219,345382992565
42,2020-12-31,2020Q4,11.45,34028995.33700721,389631996609
43,2021-03-31,2021Q1,9.28,34028911.84802533,315788301950
44,2021-06-30,2021Q2,10.75,34029782.54018279,365820162307
45,2021-09-30,2021Q3,18.7,73151675.32700233,1367936328615
46,2021-12-31,2021Q4,20.65,73151700.08718395,1510582606800
47,2022-03-31,2022Q1,15.85,146303444.94526723,2318909602382
48,2022-06-30,2022Q2,6.25,146312647.55480608,914454047218
