,date,quarter,price,shares_est,market_cap
0,2016-06-30,2016Q2,14.6,10000294.485754251,146004299492
1,2016-09-30,2016Q3,14.5,10000144.320969837,145002092654
2,2016-12-30,2016Q4,14.0,9999918.126739807,139998853774
3,2017-03-31,2017Q1,14.4,9999923.3187639,143998895790
4,2017-06-30,2017Q2,14.5,10000073.233247897,145001061882
5,2017-09-29,2017Q3,14.0,10000000.0,140000000000
6,2017-12-29,2017Q4,16.9,10000076.173065204,169001287325
7,2018-03-30,2018Q1,13.2,10000189.024006048,132002495117
8,2018-06-29,2018Q2,16.9,9999863.247863248,168997688889
9,2018-09-28,2018Q3,12.9,9999658.703071672,128995597270
10,2018-12-28,2018Q4,17.0,9999755.769935278,169995848089
11,2019-03-29,2019Q1,20.0,10000061.42128862,200001228426
12,2019-06-28,2019Q2,14.4,10000192.950861849,144002778492
13,2019-09-30,2019Q3,13.5,10000249.687890137,135003370787
14,2019-12-31,2019Q4,15.8,10000000.0,158000000000
15,2020-03-31,2020Q1,18.7,10000221.47167931,187004141520
16,2020-06-30,2020Q2,17.3,9999825.93559617,172996988686
17,2020-09-30,2020Q3,16.4,10000055.172413792,164000904828
18,2020-12-31,2020Q4,21.0,11999674.627448428,251993167176
19,2021-03-31,2021Q1,21.7,12000061.31207848,260401330472
20,2021-06-30,2021Q2,21.5,11999671.31212201,257992933211
21,2021-09-30,2021Q3,26.3,12000247.478809629,315606508693
22,2021-12-31,2021Q4,27.3,11999941.148775894,327598393362
23,2022-03-31,2022Q1,39.9,12000225.161835069,478808983957
24,2022-06-30,2022Q2,32.5,12000000.0,390000000000
