,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2009Q2,10934.0,8925.0,5102.0,4913.0,4913.0,178386.0,,189160.0,37797.0,37797.0,151363.0,0.0,328.0,10091.0,0.0,44.93,0.0,0.0
1,2009Q3,,,,,,280681.0,,311352.0,,,311352.0,,158.0,10000.0,0.0,0.0,0.0,0.0
2,2009Q4,22623.0,16286.0,11228.0,9263.0,9263.0,371615.0,,402740.0,234557.0,234557.0,168184.0,0.0,945.0,11212.0,18.2,40.95,0.0,0.0
3,2010Q1,20974.0,15863.0,10586.0,7977.0,7977.0,300715.0,,330147.0,170353.0,170353.0,159794.0,0.0,1477.0,10653.0,12.8,38.03,11.09,5.37
4,2010Q2,31003.0,15998.0,10622.0,7978.0,7978.0,708117.0,,762065.0,436808.0,436808.0,325256.0,0.0,1681.0,10842.0,8.57,25.73,5.45,2.32
5,2010Q3,30186.0,11107.0,5434.0,3646.0,3646.0,684167.0,,733902.0,356536.0,356536.0,377366.0,0.0,1924.0,11056.0,5.77,12.08,11.2,5.18
6,2010Q4,20759.0,6933.0,1366.0,598.0,598.0,542333.0,,584398.0,206434.0,206434.0,377964.0,0.0,1056.0,11073.0,8.62,2.88,6.51,3.35
7,2011Q1,16675.0,6047.0,834.0,585.0,585.0,544216.0,,585543.0,207003.0,207003.0,378541.0,0.0,544.0,11090.0,12.31,3.51,3.51,1.92
8,2011Q2,16446.0,-27587.0,-33807.0,-33804.0,-33804.0,423469.0,,463095.0,136467.0,136462.0,326628.0,0.0,-1025.0,9569.0,-4.2,-205.55,-7.94,-4.9
9,2011Q3,27351.0,-21396.0,-25832.0,-25769.0,-25769.0,370082.0,,409045.0,108068.0,108068.0,300977.0,0.0,-1758.0,8818.0,-2.62,-94.21,-16.87,-11.44
10,2011Q4,5194.0,-33066.0,-37363.0,-37363.0,-37363.0,336421.0,,348646.0,85032.0,85032.0,263614.0,0.0,-2823.0,7723.0,-0.64,-719.38,-30.35,-21.34
