,quarter,roa
0,2011Q2,20.61
1,2012Q3,14.74
2,2012Q4,14.31
3,2013Q1,14.05
4,2013Q2,-5.03
5,2013Q3,-4.41
6,2013Q4,-49.53
7,2014Q1,-52.24
8,2014Q2,-63.32
9,2014Q3,-40.79
10,2014Q4,13.64
11,2015Q1,15.24
12,2015Q2,27.8
13,2015Q3,13.28
14,2015Q4,12.74
15,2016Q1,10.84
16,2016Q2,-6.87
17,2016Q3,-1.59
18,2016Q4,3.36
19,2017Q1,14.11
20,2017Q2,20.72
21,2017Q3,33.34
22,2017Q4,34.49
23,2018Q1,23.06
24,2018Q2,17.13
25,2018Q3,10.02
26,2018Q4,7.56
27,2019Q1,6.44
28,2019Q2,4.43
29,2019Q3,4.99
30,2019Q4,7.41
31,2020Q1,3.56
32,2020Q2,3.42
33,2020Q3,0.09
34,2020Q4,0.01
35,2021Q1,-1.19
36,2021Q2,1.37
37,2021Q3,0.59
38,2021Q4,2.18
