,quarter,roa
0,2009Q1,0.0
1,2009Q2,0.0
2,2009Q3,0.0
3,2009Q4,2.78
4,2010Q1,0.39
5,2010Q2,0.6
6,2010Q3,3.66
7,2010Q4,0.39
8,2011Q1,2.53
9,2011Q2,0.94
10,2011Q3,0.75
11,2011Q4,0.86
12,2012Q1,0.61
13,2012Q2,1.66
14,2012Q3,1.02
15,2012Q4,1.18
16,2013Q1,0.33
17,2013Q2,0.91
18,2013Q3,0.76
19,2013Q4,0.83
20,2014Q1,0.55
21,2014Q2,0.44
22,2014Q3,0.7
23,2014Q4,0.89
24,2015Q1,0.6
25,2015Q2,1.51
26,2015Q3,0.9
27,2015Q4,0.82
28,2016Q1,0.73
29,2016Q2,1.3
30,2016Q3,1.01
31,2016Q4,1.07
32,2017Q1,0.84
33,2017Q2,1.22
34,2017Q3,0.97
35,2017Q4,1.21
36,2018Q1,0.32
37,2018Q2,1.44
38,2018Q3,0.92
39,2018Q4,1.61
40,2019Q1,0.44
41,2019Q2,1.51
42,2019Q3,1.29
43,2019Q4,1.13
44,2020Q1,1.22
45,2020Q2,1.01
46,2020Q3,1.24
47,2020Q4,0.92
48,2021Q1,1.33
49,2021Q2,1.46
50,2021Q3,1.14
51,2021Q4,0.85
52,2022Q1,1.73
53,2022Q2,-0.74
