,quarter,roa
0,2008Q2,6.44
1,2008Q3,6.02
2,2008Q4,0.04
3,2009Q1,2.04
4,2009Q2,1.75
5,2009Q3,0.39
6,2009Q4,2.3
7,2010Q1,1.42
8,2010Q2,1.16
9,2010Q3,2.46
10,2010Q4,2.19
11,2011Q1,0.9
12,2011Q2,2.24
13,2011Q3,1.24
14,2011Q4,2.72
15,2012Q1,0.79
16,2012Q2,1.02
17,2012Q3,0.7
18,2012Q4,2.07
19,2013Q1,0.84
20,2013Q2,0.9
21,2013Q3,1.56
22,2013Q4,0.19
23,2014Q1,0.84
24,2014Q2,1.06
25,2014Q3,0.57
26,2014Q4,1.15
27,2015Q1,0.86
28,2015Q2,1.08
29,2015Q3,1.07
30,2015Q4,0.61
31,2016Q1,0.98
32,2016Q2,2.71
33,2016Q3,2.06
34,2016Q4,1.55
35,2017Q1,1.29
36,2017Q2,1.4
37,2017Q3,1.64
38,2017Q4,1.47
39,2018Q1,1.82
40,2018Q2,1.67
41,2018Q3,1.76
42,2018Q4,1.63
43,2019Q1,1.4
44,2019Q2,1.54
45,2019Q3,1.59
46,2019Q4,1.78
47,2020Q1,1.35
48,2020Q2,1.59
49,2020Q3,1.46
50,2020Q4,1.73
51,2021Q1,1.24
52,2021Q2,1.62
53,2021Q3,1.68
54,2021Q4,1.46
55,2022Q1,1.05
56,2022Q2,1.03
