,date,quarter,price,shares_est,market_cap
0,2008-09-30,2008Q3,52.5,10000204.783748362,525010751147
1,2008-12-31,2008Q4,51.5,10000094.890164634,515004886843
2,2009-03-31,2009Q1,31.6,10000000.0,316000000000
3,2009-06-30,2009Q2,43.0,9999824.91464589,429992471330
4,2009-09-30,2009Q3,51.0,10000000.0,510000000000
5,2009-12-31,2009Q4,75.0,10000083.659255853,750006274444
6,2010-03-31,2010Q1,37.6,19999914.3798964,751996780684
7,2010-06-30,2010Q2,35.0,20000211.45225408,700007400829
8,2010-09-30,2010Q3,26.1,19999837.398373984,521995756098
9,2010-12-31,2010Q4,20.8,19999918.28396323,415998300306
10,2011-03-31,2011Q1,15.5,19999959.735867288,309999375906
11,2011-06-30,2011Q2,12.5,19999674.160964485,249995927012
12,2011-09-30,2011Q3,12.3,19999958.906924184,245999494555
13,2011-12-30,2011Q4,11.7,20000123.25896709,234001442130
14,2012-03-30,2012Q1,13.4,19999749.121926744,267996638234
15,2012-06-29,2012Q2,14.0,20000382.34419474,280005352819
16,2012-09-28,2012Q3,11.6,20000168.24395373,232001951630
17,2012-12-28,2012Q4,12.2,19999609.969187565,243995241624
18,2013-03-29,2013Q1,12.5,20000344.26041388,250004303255
19,2013-06-28,2013Q2,12.4,20000364.2839796,248004517121
20,2013-09-30,2013Q3,12.7,19999726.25239529,253996523405
21,2013-12-31,2013Q4,18.0,20000000.0,360000000000
22,2014-03-31,2014Q1,23.4,20000333.19450229,468007796751
23,2014-06-30,2014Q2,17.4,19999912.73615777,347998481609
24,2014-09-30,2014Q3,20.2,19999699.1576414,403993922984
25,2014-12-31,2014Q4,18.3,19999913.141665943,365998410492
26,2015-03-31,2015Q1,18.4,20000085.9143434,368001580824
27,2015-06-30,2015Q2,19.2,19999639.672101613,383993081704
28,2015-09-30,2015Q3,18.8,20000174.764068507,376003285564
29,2015-12-31,2015Q4,20.8,20000093.205331344,416001938671
30,2016-03-31,2016Q1,20.2,20000271.517784417,404005484659
31,2016-06-30,2016Q2,22.7,20000294.798905037,454006691935
32,2016-09-30,2016Q3,25.9,19999722.65145212,517992816673
33,2016-12-30,2016Q4,33.8,18190700.926411465,614845691313
34,2017-03-31,2017Q1,35.35,18190675.111171,643040365180
35,2017-06-30,2017Q2,39.4,18190928.347089328,716722576875
36,2017-09-29,2017Q3,41.25,18190897.96212285,750374540938
37,2017-12-29,2017Q4,36.9,18190845.215953708,671242188469
38,2018-03-30,2018Q1,34.45,18190969.72471065,626678907016
39,2018-06-29,2018Q2,34.7,18190651.70045234,631215614006
40,2018-09-28,2018Q3,32.9,18190826.564739607,598478193980
41,2018-12-28,2018Q4,30.8,18191038.77332998,560283994219
42,2019-03-29,2019Q1,39.95,18191078.179343715,726733573265
43,2019-06-28,2019Q2,44.4,18191172.777498744,807688071321
44,2019-09-30,2019Q3,48.0,18190785.12644921,873157686070
45,2019-12-31,2019Q4,43.2,18190994.468030363,785850961019
46,2020-03-31,2020Q1,28.2,18190858.739583854,512982216456
47,2020-06-30,2020Q2,39.9,19999838.08290156,797993539508
48,2020-09-30,2020Q3,49.0,18190898.88428882,891354045330
49,2020-12-31,2020Q4,54.5,18191011.975259904,991410152652
50,2021-03-31,2021Q1,51.8,18191084.62001839,942298183317
51,2021-06-30,2021Q2,53.1,18190651.529098906,965923596195
52,2021-09-30,2021Q3,51.5,18190735.16558221,936822861027
53,2021-12-31,2021Q4,65.1,18191144.40998557,1184243501090
54,2022-03-31,2022Q1,71.9,18190762.275823098,1307915807632
55,2022-06-30,2022Q2,57.4,18190710.83735642,1044146802064
