,date,quarter,price,shares_est,market_cap
0,2009-12-31,2009Q4,17.3,2099981.6547422493,36329682627
1,2010-03-31,2010Q1,14.6,2099981.6547422493,30659732159
2,2010-06-30,2010Q2,15.8,2100035.823034211,33180566004
3,2010-09-30,2010Q3,20.0,2100009.2772984505,42000185546
4,2010-12-31,2010Q4,13.3,2099940.562112592,27929209476
5,2011-03-31,2011Q1,10.3,2099974.255556509,21629734832
6,2011-06-30,2011Q2,7.1,2099954.648526077,14909678005
7,2011-09-30,2011Q3,6.6,2115779.8165137614,13964146789
8,2011-12-30,2011Q4,5.1,2115752.115752116,10790335790
9,2012-03-30,2012Q1,4.7,2115701.63834334,9943797700
10,2012-06-29,2012Q2,3.8,2115687.902054368,8039614028
11,2012-09-28,2012Q3,2.6,2115716.568993074,5500863079
12,2012-12-28,2012Q4,2.8,2115745.774439063,5924088168
13,2013-03-29,2013Q1,3.2,2115741.675075681,6770373360
14,2013-06-28,2013Q2,4.1,2115865.966895438,8675050464
15,2013-09-30,2013Q3,4.4,2115733.279613215,9309226430
16,2013-12-31,2013Q4,7.2,2115771.474552404,15233554617
17,2014-03-31,2014Q1,6.4,2115724.291950056,13540635468
18,2014-06-30,2014Q2,5.3,2115665.236051502,11213025751
19,2014-09-30,2014Q3,4.9,2115681.9436775264,10366841524
20,2014-12-31,2014Q4,3.8,2115846.016114593,8040214861
21,2015-03-31,2015Q1,3.3,2115636.091911078,6981599103
22,2015-06-30,2015Q2,4.0,2115638.339154055,8462553357
23,2015-09-30,2015Q3,3.6,2115699.259836385,7616517335
24,2015-12-31,2015Q4,3.4,2115846.789335336,7193879084
25,2016-03-31,2016Q1,4.0,2115825.042237657,8463300169
26,2016-06-30,2016Q2,3.4,2115939.314478366,7194193669
27,2016-09-30,2016Q3,3.6,2115665.356541269,7616395284
28,2016-12-30,2016Q4,9.1,2115911.4857745,19254794521
29,2017-03-31,2017Q1,14.7,2115920.147626237,31104026170
30,2017-06-30,2017Q2,16.3,27114607.71564803,441968105765
31,2017-09-29,2017Q3,14.0,27115045.013850417,379610630194
32,2017-12-29,2017Q4,18.3,27115087.93582228,496206109226
33,2018-03-30,2018Q1,18.0,27114981.50431566,488069667078
34,2018-06-29,2018Q2,16.0,27116692.86837216,433867085894
35,2018-09-28,2018Q3,30.0,27115778.626416925,813473358793
36,2018-12-28,2018Q4,38.0,27116076.527698457,1030410908053
37,2019-03-29,2019Q1,32.5,27115564.21997552,881255837149
38,2019-06-28,2019Q2,29.4,27115932.55783557,797208417200
39,2019-09-30,2019Q3,19.0,37962617.344658025,721289729549
40,2019-12-31,2019Q4,24.5,37962226.13951146,930074540418
41,2020-03-31,2020Q1,10.9,37962166.06498195,413787610108
42,2020-06-30,2020Q2,16.9,37962102.33806056,641559529513
43,2020-09-30,2020Q3,16.9,37961932.512454174,641556659460
44,2020-12-31,2020Q4,21.2,37962016.4455242,804794748645
45,2021-03-31,2021Q1,12.2,91106044.62474646,1111493744422
46,2021-06-30,2021Q2,9.9,91106942.44027576,901958730159
47,2021-09-30,2021Q3,10.1,91107020.0125078,920180902126
48,2021-12-31,2021Q4,14.4,91111876.0757315,1312011015491
49,2022-03-31,2022Q1,11.6,91110476.33179995,1056881525449
50,2022-06-30,2022Q2,8.1,131101224.81232716,1061919920980
