,date,quarter,price,shares_est,market_cap
0,2015-03-31,2015Q1,13.6,529379598.20199984,7199562535547
1,2015-06-30,2015Q2,13.0,529403985.1877976,6882251807441
2,2015-09-30,2015Q3,13.0,529408062.6705396,6882304814717
3,2015-12-31,2015Q4,12.9,529401029.796573,6829273284376
4,2016-03-31,2016Q1,12.7,529386994.5810754,6723214831180
5,2016-06-30,2016Q2,12.8,529410702.8899626,6776456996992
6,2016-09-30,2016Q3,12.15,529410817.6555717,6432341434515
7,2016-12-30,2016Q4,10.15,529399873.3146322,5373408714144
8,2017-03-31,2017Q1,10.45,529401279.9446511,5532243375422
9,2017-06-30,2017Q2,14.25,529385808.3521054,7543747769018
10,2017-09-29,2017Q3,13.65,529411125.4851229,7226461862872
11,2017-12-29,2017Q4,13.6,529392620.6244087,7199739640492
12,2018-03-30,2018Q1,12.25,529393442.6229508,6485069672131
13,2018-06-29,2018Q2,10.55,529390920.14592624,5585074207540
14,2018-09-28,2018Q3,11.0,529384352.2873023,5823227875160
15,2018-12-28,2018Q4,10.3,529385310.2574926,5452668695652
16,2019-03-29,2019Q1,9.0,529407949.6051815,4764671546447
17,2019-06-28,2019Q2,8.5,529406572.2775738,4499955864359
18,2019-09-30,2019Q3,7.48,529395289.7916302,3959876767641
19,2019-12-31,2019Q4,6.5,529409867.3372063,3441164137692
20,2020-03-31,2020Q1,5.31,529422652.1701909,2811234283024
21,2020-06-30,2020Q2,8.52,529401991.441738,4510504967084
22,2020-09-30,2020Q3,11.85,529401122.1336803,6273403297284
23,2020-12-31,2020Q4,14.0,529403630.583905,7411650828175
24,2021-03-31,2021Q1,17.45,529401316.872428,9238052979424
25,2021-06-30,2021Q2,21.0,529411408.3796063,11117639575972
26,2021-09-30,2021Q3,26.45,529382745.471878,14002173617731
27,2021-12-31,2021Q4,36.7,529385327.4866012,19428441518758
28,2022-03-31,2022Q1,42.95,529400613.60552245,22737756354357
29,2022-06-30,2022Q2,32.75,529411702.4093196,17338233253905
