,date,quarter,price,shares_est,market_cap
0,2006-12-29,2006Q4,125.0,12873811.840431103,1609226480054
1,2007-03-30,2007Q1,129.5,12873771.998021062,1667153473744
2,2007-06-29,2007Q2,85.0,14873684.679864457,1264263197788
3,2007-09-28,2007Q3,99.9,14873370.34233325,1485849697199
4,2007-12-28,2007Q4,84.0,14986236.613119144,1258843875502
5,2008-03-31,2008Q1,34.9,14873566.064207312,519087455641
6,2008-06-30,2008Q2,22.0,20361374.252411928,447950233553
7,2008-09-30,2008Q3,20.2,20361309.95756355,411298461143
8,2008-12-31,2008Q4,11.2,20360950.272479564,228042643052
9,2009-03-31,2009Q1,11.7,20360757.049053688,238220857474
10,2009-06-30,2009Q2,36.0,20361398.34552975,733010340439
11,2009-09-30,2009Q3,50.0,20360952.45446125,1018047622723
12,2009-12-31,2009Q4,36.0,24995757.84971661,899847282590
13,2010-03-31,2010Q1,35.6,24995985.898286156,889857097979
14,2010-06-30,2010Q2,32.9,24995839.260312945,822363111664
15,2010-09-30,2010Q3,28.7,24995709.676275574,717376867709
16,2010-12-31,2010Q4,25.0,24995496.263946228,624887406599
17,2011-03-31,2011Q1,23.0,24995786.039556853,574903078910
18,2011-06-30,2011Q2,19.9,24995210.04825433,497404679960
19,2011-09-30,2011Q3,18.5,24995602.58348221,462418647794
20,2011-12-30,2011Q4,17.5,24995681.006631527,437424417616
21,2012-03-30,2012Q1,15.0,24995486.391808137,374932295877
22,2012-06-29,2012Q2,11.0,24995351.580115862,274948867381
23,2012-09-28,2012Q3,8.8,24995760.556215025,219962692895
24,2012-12-28,2012Q4,13.6,24995851.46898803,339943579978
25,2013-03-29,2013Q1,12.1,24995986.23853211,302451433486
26,2013-06-28,2013Q2,12.9,24995605.150214598,322443306438
27,2013-09-30,2013Q3,14.6,24995509.942270685,364934445157
28,2013-12-31,2013Q4,15.0,24995980.13714826,374939702057
29,2014-03-31,2014Q1,18.0,24995775.769537065,449923963852
30,2014-06-30,2014Q2,15.3,24995313.67585688,382428299241
31,2014-09-30,2014Q3,16.5,24995356.34968706,412423379770
32,2014-12-31,2014Q4,16.0,24995955.577656224,399935289242
33,2015-03-31,2015Q1,19.4,24995510.804504413,484912909607
34,2015-06-30,2015Q2,19.4,24995550.61179088,484913681869
35,2015-09-30,2015Q3,21.0,24995359.628770303,524902552204
36,2015-12-31,2015Q4,41.4,24995551.2663591,1034815822427
37,2016-03-31,2016Q1,30.1,24995806.98377784,752373790212
38,2016-06-30,2016Q2,50.0,24995531.870331157,1249776593517
39,2016-09-30,2016Q3,49.7,24995531.072321407,1242277894294
40,2016-12-30,2016Q4,48.0,24975296.274192173,1198814221161
41,2017-03-31,2017Q1,50.6,24975268.63380522,1263748592871
42,2017-06-30,2017Q2,52.5,24975618.367219787,1311219964279
43,2017-09-29,2017Q3,45.0,24975419.29369102,1123893868216
44,2017-12-29,2017Q4,49.8,24975370.71090418,1243773461403
45,2018-03-30,2018Q1,45.2,24975509.044417083,1128893008808
46,2018-06-29,2018Q2,48.15,24975307.02165557,1202561033093
47,2018-09-28,2018Q3,44.9,24975666.178106625,1121407411397
48,2018-12-28,2018Q4,43.0,24975513.32530669,1073947072988
49,2019-03-29,2019Q1,44.95,24975607.77166661,1122653569336
50,2019-06-28,2019Q2,42.0,24975503.946767565,1048971165764
51,2019-09-30,2019Q3,40.0,24975390.54478826,999015621792
52,2019-12-31,2019Q4,43.0,24975579.975579977,1073949938950
53,2020-03-31,2020Q1,46.0,24975622.08874724,1148878616082
54,2020-06-30,2020Q2,70.0,24995631.416357227,1749694199145
55,2020-09-30,2020Q3,71.9,33300707.16154349,2394320844915
56,2020-12-31,2020Q4,69.0,33300661.84628333,2297745667394
57,2021-03-31,2021Q1,70.0,33300658.186658777,2331046073066
58,2021-06-30,2021Q2,69.0,33300648.96111687,2297744778317
59,2021-09-30,2021Q3,81.0,33300230.02490352,2697318632017
60,2021-12-31,2021Q4,105.6,33300644.74762227,3516548085349
61,2022-03-31,2022Q1,103.7,33310004.994173463,3454247517896
62,2022-06-30,2022Q2,102.7,33310248.52516631,3420962523535
