,timestamp,delta_volume,date,note
0,1240160400,39463400,2009-04-20,"Niêm yết cổ phiếu lần đầu - 39,463,400 CP"
1,1242666000,39463400,2009-05-19,"Giao dịch lần đầu - 39,463,400 CP"
2,1264957200,19699386,2010-02-01,"Niêm yết cổ phiếu bổ sung - 19,699,386 CP"
3,1265648400,19699386,2010-02-09,"Giao dịch bổ sung - 19,699,386 CP"
4,1273770000,836900,2010-05-14,"Niêm yết cổ phiếu bổ sung - 836,900 CP"
5,1273770000,250770,2010-05-14,"Niêm yết cổ phiếu bổ sung - 250,770 CP"
6,1302800400,836900,2011-04-15,"Giao dịch bổ sung - 836,900 CP"
7,1322672400,39848951,2011-12-01,"Niêm yết cổ phiếu bổ sung - 39,848,951 CP"
8,1323363600,39848951,2011-12-09,"Giao dịch bổ sung - 39,848,951 CP"
9,1333386000,1000000,2012-04-03,"Niêm yết cổ phiếu bổ sung - 1,000,000 CP"
10,1334682000,250770,2012-04-18,"Giao dịch bổ sung - 250,770 CP"
11,1339088400,1000000,2012-06-08,"Giao dịch bổ sung - 1,000,000 CP"
12,1389114000,25208121,2014-01-08,"Niêm yết cổ phiếu bổ sung - 25,208,121 CP"
13,1389200400,1200000,2014-01-09,"Niêm yết cổ phiếu bổ sung - 1,200,000 CP"
14,1417971600,360000,2014-12-08,"Giao dịch bổ sung - 360,000 CP"
15,1449421200,360000,2015-12-07,"Giao dịch bổ sung - 360,000 CP"
16,1480957200,480000,2016-12-06,"Giao dịch bổ sung - 480,000 CP"
17,1489078800,2500000,2017-03-10,"Niêm yết cổ phiếu bổ sung - 2,500,000 CP"
18,1517936400,1000000,2018-02-07,"Giao dịch bổ sung - 1,000,000 CP"
19,1549818000,750000,2019-02-11,"Giao dịch bổ sung - 750,000 CP"
20,1562605200,176125505,2019-07-09,"Niêm yết cổ phiếu bổ sung - 176,125,505 CP"
21,1563210000,176125505,2019-07-16,"Giao dịch bổ sung - 176,125,505 CP"
22,1581008400,750000,2020-02-07,"Giao dịch bổ sung - 750,000 CP"
23,1643216400,152170104,2022-01-27,"Niêm yết cổ phiếu bổ sung - 152,170,104 CP"
24,1644771600,118338397,2022-02-14,"Giao dịch bổ sung - 118,338,397 CP"
25,1671123600,33831707,2022-12-16,"Niêm yết cổ phiếu bổ sung - 33,831,707 CP"
