,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2009Q1,5811.0,47471.0,37819.0,35171.0,35171.0,609582.0,,1588285.0,237779.0,236341.0,1350507.0,0.0,891.0,34222.0,0.0,605.2,6.78,5.77
1,2009Q2,101746.0,94917.0,92308.0,88601.0,88601.0,1304318.0,,1921887.0,497310.0,496098.0,1424578.0,0.0,3140.0,36099.0,19.11,87.08,6.43,4.77
2,2009Q3,146237.0,135047.0,124007.0,94782.0,94782.0,1919221.0,,2174531.0,655826.0,654673.0,1518705.0,0.0,5545.0,38484.0,14.43,64.81,6.03,4.21
3,2009Q4,163434.0,82717.0,67744.0,59566.0,59566.0,2024090.0,,2089516.0,551015.0,549232.0,1538501.0,0.0,6992.0,38986.0,8.22,36.45,19.07,14.31
4,2010Q1,106316.0,81952.0,68485.0,55247.0,55247.0,1983358.0,,2108520.0,507961.0,506318.0,1600559.0,0.0,7010.0,26676.0,8.27,51.96,19.61,14.38
5,2010Q2,141197.0,99691.0,84031.0,67121.0,67121.0,2154505.0,,2293593.0,700695.0,699099.0,1592898.0,0.0,5875.0,26548.0,8.17,47.54,17.71,12.77
6,2010Q3,110812.0,65021.0,39498.0,31700.0,31700.0,1958271.0,,2146048.0,523674.0,522090.0,1622374.0,0.0,4079.0,27040.0,7.92,28.61,13.45,9.89
7,2010Q4,103854.0,54470.0,35817.0,27810.0,27810.0,2337234.0,,2524979.0,935808.0,933987.0,1589171.0,0.0,3160.0,26486.0,9.46,26.78,11.36,8.02
8,2011Q1,96470.0,69949.0,51429.0,41716.0,41716.0,1720776.0,,1974765.0,343873.0,342053.0,1630892.0,0.0,2816.0,27182.0,8.31,43.24,10.46,7.53
9,2011Q2,105318.0,77929.0,58259.0,46823.0,46823.0,1816915.0,,2093764.0,468961.0,417141.0,1624803.0,0.0,2473.0,27080.0,7.08,44.46,9.16,6.78
10,2011Q3,142086.0,100358.0,72415.0,56986.0,56986.0,2419727.0,,2694878.0,1013653.0,512013.0,1681225.0,0.0,2896.0,28021.0,5.73,40.11,10.62,7.46
11,2011Q4,112524.0,54774.0,35817.0,27810.0,27810.0,2356188.0,,2628208.0,599240.0,387444.0,2028968.0,0.0,2736.0,20320.0,5.12,24.71,9.95,7.38
12,2012Q1,158607.0,118762.0,101657.0,81660.0,81660.0,2575068.0,,2844116.0,723533.0,561738.0,2120583.0,0.0,2933.0,21027.0,6.17,51.49,11.44,8.31
13,2012Q2,171847.0,128006.0,102611.0,82414.0,82414.0,2769641.0,,3034033.0,903172.0,741384.0,2130861.0,0.0,3008.0,21129.0,6.48,47.96,12.5,8.89
14,2012Q3,114235.0,75776.0,54802.0,43999.0,43999.0,2585626.0,,2899715.0,725054.0,613266.0,2174661.0,0.0,2529.0,21564.0,7.12,38.52,11.16,8.27
15,2012Q4,115563.0,74253.0,47616.0,38308.0,38308.0,2585110.0,,3198935.0,1036421.0,926421.0,2162514.0,,2455.0,21443.0,8.8,33.15,11.47,8.23
16,2013Q1,150189.0,105423.0,83514.0,62857.0,62857.0,2870975.0,,3492320.0,1267415.0,1157415.0,2224905.0,,2262.0,22062.0,9.28,41.85,10.47,7.21
17,2013Q2,143662.0,102630.0,80968.0,60945.0,60945.0,3333513.0,,4186283.0,2066058.0,1956058.0,2120225.0,,2049.0,21024.0,10.59,42.42,9.5,5.98
18,2013Q3,141802.0,94788.0,75043.0,56523.0,56523.0,2652835.0,,3137487.0,1003988.0,893988.0,2133499.0,,2173.0,21155.0,10.54,39.86,10.12,6.24
19,2013Q4,199105.0,155247.0,135185.0,101850.0,101850.0,2768235.0,,3127781.0,880433.0,880433.0,2247348.0,,2803.0,17660.0,8.74,51.15,12.93,8.09
20,2014Q1,226475.0,176053.0,154168.0,120323.0,120323.0,3337894.0,,3468734.0,1122265.0,1122265.0,2346469.0,,3196.0,18439.0,13.3,53.13,15.36,9.76
21,2014Q2,196964.0,141108.0,121032.0,94674.0,94674.0,3110495.0,,3240511.0,955028.0,955028.0,2285482.0,,3309.0,17960.0,10.82,48.07,16.57,11.51
22,2014Q3,216721.0,157730.0,134623.0,105210.0,105210.0,3479066.0,,3607354.0,1216663.0,1216663.0,2390691.0,,3524.0,18786.0,11.09,48.55,18.21,12.56
23,2014Q4,190976.0,93960.0,71620.0,55945.0,55945.0,3729375.0,,3859367.0,1501136.0,1501136.0,2358231.0,,2966.0,18531.0,10.52,29.29,16.04,10.61
24,2015Q1,130378.0,83105.0,59630.0,46584.0,46584.0,2779627.0,,2913886.0,533523.0,533523.0,2380364.0,,2377.0,18705.0,13.38,35.73,12.85,8.88
25,2015Q2,136016.0,90517.0,66563.0,52062.0,52062.0,2858491.0,,2992114.0,763580.0,763580.0,2228534.0,,2042.0,17512.0,18.12,38.28,11.11,7.77
26,2015Q3,153713.0,81541.0,57024.0,45324.0,45324.0,3049729.0,,3182346.0,908544.0,908544.0,2273802.0,,1571.0,17868.0,23.04,29.49,8.65,6.18
27,2015Q4,171032.0,112262.0,88256.0,69341.0,69341.0,3463437.0,,3596583.0,1317034.0,1317034.0,2279549.0,,1677.0,17913.0,18.37,40.54,9.31,6.73
28,2016Q1,166376.0,103685.0,80308.0,64680.0,64680.0,2808994.0,2352568.0,2943745.0,599516.0,599516.0,2344229.0,0.0,1819.0,18421.0,15.94,38.88,10.14,7.28
29,2016Q2,194909.0,124707.0,102488.0,82285.0,82285.0,3631838.0,3070599.0,3764990.0,1467021.0,1467021.0,2297969.0,,2057.0,18058.0,14.54,42.22,11.38,7.76
30,2016Q3,218611.0,114522.0,101598.0,81801.0,81801.0,3477279.0,2912085.0,3609104.0,1229334.0,1229334.0,2379770.0,,2344.0,18701.0,12.54,37.42,12.82,8.57
31,2016Q4,226815.0,116558.0,100199.0,75765.0,75765.0,3472717.0,2750945.0,3616842.0,1224925.0,1224925.0,2391917.0,,2395.0,18811.0,11.36,33.4,12.94,8.74
32,2017Q1,217712.0,139554.0,115449.0,94893.0,94893.0,3742720.0,3029087.0,3892805.0,1378995.0,1378995.0,2513811.0,,2625.0,19388.0,12.34,43.59,13.97,9.0
33,2017Q2,309670.0,198889.0,173875.0,136790.0,136790.0,4683989.0,3463674.0,4854838.0,2376845.0,2376845.0,2477993.0,,3037.0,19112.0,14.68,44.17,15.95,9.75
34,2017Q3,340184.0,194683.0,168511.0,136184.0,136184.0,4613842.0,3541656.0,4792880.0,2180142.0,2180142.0,2612738.0,0.0,3444.0,20151.0,11.87,40.03,17.75,10.34
35,2017Q4,670011.0,279733.0,234488.0,186191.0,186191.0,6505803.0,4501592.0,6680572.0,3889411.0,3874368.0,2791161.0,,4281.0,21542.0,14.04,27.79,21.32,10.96
36,2018Q1,838415.0,442861.0,404393.0,324631.0,324631.0,6033080.0,4926202.0,6220183.0,3185263.0,3185263.0,3034920.0,,6047.0,23423.0,13.21,38.72,28.72,13.9
37,2018Q2,690750.0,226825.0,183988.0,147241.0,147241.0,4411079.0,3041960.0,4604562.0,1669665.0,1669665.0,2934897.0,,6129.0,22651.0,9.3,21.32,27.93,14.25
