,quarter,roa
0,2007Q1,0.25
1,2007Q2,0.73
2,2007Q3,0.02
3,2007Q4,0.33
4,2008Q1,0.38
5,2008Q2,0.52
6,2008Q3,0.96
7,2008Q4,0.23
8,2009Q1,0.15
9,2009Q2,-0.71
10,2009Q3,0.44
11,2009Q4,0.12
12,2010Q1,0.49
13,2010Q2,0.41
14,2010Q3,-0.22
15,2010Q4,0.1
16,2011Q1,0.15
17,2011Q2,-0.08
18,2011Q3,0.16
19,2011Q4,0.13
20,2012Q1,0.5
21,2012Q2,0.58
22,2012Q3,0.43
23,2012Q4,-0.22
24,2013Q1,0.55
25,2013Q2,1.14
26,2013Q3,0.54
27,2013Q4,0.65
28,2014Q1,0.52
29,2014Q2,0.66
30,2014Q3,1.08
31,2014Q4,0.99
32,2015Q1,0.55
33,2015Q2,0.87
34,2015Q3,0.63
35,2015Q4,1.6
36,2016Q1,0.77
37,2016Q2,1.13
38,2016Q3,1.13
39,2016Q4,1.21
40,2017Q1,1.16
41,2017Q2,0.49
42,2017Q3,1.12
43,2017Q4,1.76
44,2018Q1,1.37
45,2018Q2,2.06
46,2018Q3,1.03
47,2018Q4,2.22
48,2019Q1,1.42
49,2019Q2,2.12
50,2019Q3,1.29
51,2019Q4,1.74
52,2020Q1,0.61
53,2020Q2,1.79
54,2020Q3,0.97
55,2020Q4,2.35
56,2021Q1,1.21
57,2021Q2,1.81
58,2021Q3,0.74
59,2021Q4,1.55
60,2022Q1,1.21
61,2022Q2,1.6
