,quarter,roa
0,2008Q1,5.5
1,2008Q2,2.3
2,2008Q3,3.94
3,2009Q1,2.22
4,2009Q2,3.58
5,2009Q3,2.66
6,2009Q4,2.3
7,2010Q1,1.75
8,2010Q2,2.02
9,2010Q3,2.25
10,2010Q4,2.72
11,2011Q1,2.27
12,2011Q2,2.06
13,2011Q3,1.63
14,2011Q4,2.63
15,2012Q1,1.67
16,2012Q2,1.57
17,2012Q3,2.64
18,2012Q4,1.78
19,2013Q1,2.0
20,2013Q2,1.63
21,2013Q3,1.84
22,2013Q4,1.77
23,2014Q1,2.33
24,2014Q2,1.99
25,2014Q3,2.12
26,2014Q4,3.56
27,2015Q1,1.8
28,2015Q2,2.3
29,2015Q3,2.14
30,2015Q4,1.98
31,2016Q1,2.16
32,2016Q2,3.19
33,2016Q3,10.21
34,2016Q4,2.86
35,2017Q1,2.63
36,2017Q2,2.41
37,2017Q3,1.63
38,2017Q4,1.83
39,2018Q1,1.89
40,2018Q2,2.18
41,2018Q3,2.15
42,2018Q4,1.76
43,2019Q1,1.48
44,2019Q2,2.09
45,2019Q3,2.21
46,2019Q4,1.97
47,2020Q1,1.96
48,2020Q2,1.9
49,2020Q3,2.28
50,2020Q4,2.26
51,2021Q1,1.94
52,2021Q2,3.26
53,2021Q3,-0.03
54,2021Q4,0.87
55,2022Q1,1.35
56,2022Q2,1.7
