,date,quarter,price,shares_est,market_cap
0,2015-09-30,2015Q3,28.4,708166654.8118643,20111932996657
1,2015-12-31,2015Q4,28.8,708152861.5565691,20394802412829
2,2016-03-31,2016Q1,8.0,767140912.938725,6137127303510
3,2016-06-30,2016Q2,8.1,767144904.1230596,6213873723397
4,2016-09-30,2016Q3,5.6,767153446.0338101,4296059297789
5,2016-12-30,2016Q4,6.2,767167615.0687891,4756439213426
6,2017-03-31,2017Q1,11.6,767153891.2931857,8898985139001
7,2017-06-30,2017Q2,10.75,767132473.0242053,8246674085010
8,2017-09-29,2017Q3,9.7,767115662.8284618,7441021929436
9,2017-12-29,2017Q4,9.56,767137252.042007,7333832129522
10,2018-03-30,2018Q1,8.85,886876241.1070284,7848854733797
11,2018-06-29,2018Q2,10.2,886821701.1566607,9045581351798
12,2018-09-28,2018Q3,17.15,886823771.8164189,15209027686652
13,2018-12-28,2018Q4,16.0,886830056.6477841,14189280906365
14,2019-03-29,2019Q1,15.55,886850902.9819404,13790531541369
15,2019-06-28,2019Q2,17.1,886836443.8723913,15164903190218
16,2019-09-30,2019Q3,15.15,1108553178.033098,16794580647201
17,2019-12-31,2019Q4,13.9,1108570082.9782462,15409124153398
18,2020-03-31,2020Q1,12.2,1108554166.179736,13524360827393
19,2020-06-30,2020Q2,15.3,1108528030.0278485,16960478859426
20,2020-09-30,2020Q3,11.8,1108523007.1289694,13080571484122
21,2020-12-31,2020Q4,14.55,1108575237.1186876,16129769700077
22,2021-03-31,2021Q1,11.6,1108521346.8869123,12858847623888
23,2021-06-30,2021Q2,10.8,1108597395.5507326,11972851871948
24,2021-09-30,2021Q3,7.22,1108475809.1424758,8003195342009
25,2021-12-31,2021Q4,12.25,1108614489.003881,13580527490298
26,2022-03-31,2022Q1,10.1,1108540232.268768,11196256345915
27,2022-06-30,2022Q2,5.0,1108712674.9611197,5543563374806
