,quarter,roa
0,2008Q1,1.23
1,2008Q3,12.48
2,2008Q4,0.83
3,2009Q1,0.42
4,2009Q2,2.23
5,2009Q3,1.46
6,2009Q4,0.99
7,2010Q1,0.53
8,2010Q2,3.45
9,2010Q3,2.41
10,2010Q4,3.01
11,2011Q1,0.66
12,2011Q2,3.31
13,2011Q3,2.83
14,2011Q4,3.07
15,2012Q1,0.62
16,2012Q2,3.88
17,2012Q3,2.63
18,2012Q4,2.48
19,2013Q1,0.6
20,2013Q2,3.85
21,2013Q3,2.81
22,2013Q4,2.61
23,2014Q1,2.25
24,2014Q2,4.48
25,2014Q3,3.41
26,2014Q4,1.03
27,2015Q1,0.23
28,2015Q2,3.77
29,2015Q3,2.85
30,2015Q4,0.11
31,2016Q1,-2.13
32,2016Q2,3.56
33,2016Q3,1.48
34,2016Q4,0.21
35,2017Q1,-2.13
36,2017Q2,3.71
37,2017Q3,1.92
38,2017Q4,-0.53
39,2018Q1,-2.04
40,2018Q2,2.8
41,2018Q3,0.39
42,2018Q4,0.29
43,2019Q1,-1.86
44,2019Q2,3.74
45,2019Q3,2.99
46,2019Q4,-0.55
47,2020Q1,-4.74
48,2020Q2,2.88
49,2020Q3,1.87
50,2020Q4,0.36
51,2021Q1,-3.12
52,2021Q2,2.95
53,2021Q3,1.07
54,2021Q4,0.67
55,2022Q1,-2.19
56,2022Q2,3.14
