,quarter,roa
0,2006Q1,2.65
1,2006Q2,2.51
2,2006Q3,2.66
3,2006Q4,14.8
4,2007Q1,15.75
5,2007Q2,14.99
6,2007Q3,10.65
7,2007Q4,9.85
8,2008Q1,7.91
9,2008Q2,7.57
10,2008Q3,7.62
11,2008Q4,5.97
12,2009Q1,6.57
13,2009Q2,6.37
14,2009Q3,6.7
15,2009Q4,6.76
16,2010Q1,11.43
17,2010Q2,11.16
18,2010Q3,10.64
19,2010Q4,10.69
20,2011Q1,6.57
21,2011Q2,6.8
22,2011Q3,7.26
23,2011Q4,6.58
24,2012Q1,6.83
25,2012Q2,6.67
26,2012Q3,6.88
27,2012Q4,7.58
28,2013Q1,7.69
29,2013Q2,8.25
30,2013Q3,7.77
31,2013Q4,6.54
32,2014Q1,7.0
33,2014Q2,5.75
34,2014Q3,5.42
35,2014Q4,5.33
36,2015Q1,3.99
37,2015Q2,3.81
38,2015Q3,4.03
39,2015Q4,3.74
40,2016Q1,3.64
41,2016Q2,3.76
42,2016Q3,3.44
43,2016Q4,3.71
44,2017Q1,3.84
45,2017Q2,3.92
46,2017Q3,4.24
47,2017Q4,3.95
48,2018Q1,4.16
49,2018Q2,4.21
50,2018Q3,4.02
51,2018Q4,4.46
52,2019Q1,4.42
53,2019Q2,4.11
54,2019Q3,4.01
55,2019Q4,4.04
56,2020Q1,3.29
57,2020Q2,1.36
58,2020Q3,1.61
59,2020Q4,1.09
60,2021Q1,1.62
61,2021Q2,0.96
62,2021Q3,1.3
63,2021Q4,0.98
64,2022Q1,1.16
65,2022Q2,1.3
