,quarter,roa
0,2006Q4,9.84
1,2007Q1,3.15
2,2007Q2,2.92
3,2007Q3,3.2
4,2007Q4,4.79
5,2008Q1,2.12
6,2008Q2,2.59
7,2008Q3,4.6
8,2008Q4,3.54
9,2009Q1,2.79
10,2009Q2,3.59
11,2009Q3,3.15
12,2009Q4,2.34
13,2010Q1,2.21
14,2010Q2,2.38
15,2010Q3,1.71
16,2010Q4,1.41
17,2011Q1,1.69
18,2011Q2,2.28
19,2011Q3,3.8
20,2011Q4,1.76
21,2012Q1,0.88
22,2012Q2,1.5
23,2012Q3,1.83
24,2012Q4,3.73
25,2013Q1,3.05
26,2013Q2,3.55
27,2013Q3,3.47
28,2013Q4,2.76
29,2014Q1,3.18
30,2014Q2,2.65
31,2014Q3,2.64
32,2014Q4,1.53
33,2015Q1,2.47
34,2015Q2,2.64
35,2015Q3,4.0
36,2015Q4,3.84
37,2016Q1,3.08
38,2016Q2,2.37
39,2016Q3,3.33
40,2016Q4,4.35
41,2017Q1,3.54
42,2017Q2,3.03
43,2017Q3,3.18
44,2017Q4,2.69
45,2018Q1,3.09
46,2018Q2,3.98
47,2018Q3,4.58
48,2018Q4,4.28
49,2019Q1,2.64
50,2019Q2,2.2
51,2019Q3,3.32
52,2019Q4,3.96
53,2020Q1,2.35
54,2020Q2,2.89
55,2020Q3,4.29
56,2020Q4,3.46
57,2021Q1,2.45
58,2021Q2,3.62
59,2021Q3,3.58
60,2021Q4,3.66
61,2022Q1,2.23
62,2022Q2,2.51
