,date,quarter,price,shares_est,market_cap
0,2020-12-31,2020Q4,20.0,72797481.0693865,1455949621388
1,2021-03-31,2021Q1,16.8,72797788.81589489,1223002852107
2,2021-06-30,2021Q2,17.7,72800031.33077465,1288560554555
3,2021-09-30,2021Q3,20.2,72797232.05664629,1470504087544
4,2021-12-31,2021Q4,19.7,72799934.91172403,1434158717761
5,2022-03-31,2022Q1,20.4,72800200.10775033,1485124082198
6,2022-06-30,2022Q2,18.0,72801201.48604853,1310421626749
