,date,quarter,price,shares_est,market_cap
0,2013-03-29,2013Q1,8.9,9492103.600758055,84479722047
1,2013-06-28,2013Q2,7.2,9492396.382069375,68345253951
2,2013-09-30,2013Q3,6.6,9491828.94608083,62646071044
3,2013-12-31,2013Q4,7.4,9492021.52771221,70240959305
4,2014-03-31,2014Q1,10.4,9492439.243924392,98721368137
5,2014-06-30,2014Q2,7.9,9492550.549840368,74991149344
6,2014-09-30,2014Q3,9.2,9492183.428869205,87328087546
7,2014-12-31,2014Q4,8.6,9492075.53532288,81631849604
8,2015-03-31,2015Q1,9.8,9492495.451788964,93026455428
9,2015-06-30,2015Q2,9.0,9492033.73945642,85428303655
10,2015-09-30,2015Q3,9.2,9492305.16006913,87329207473
11,2015-12-31,2015Q4,9.9,9492105.789088,93971847312
12,2016-03-31,2016Q1,14.5,9492485.84997723,137641044825
13,2016-06-30,2016Q2,11.3,9491942.10958731,107258945838
14,2016-09-30,2016Q3,9.8,9492269.674312508,93024242808
15,2016-12-30,2016Q4,9.8,9491939.16846159,93021003851
16,2017-03-31,2017Q1,9.3,9492009.71618512,88275690361
17,2017-06-30,2017Q2,9.9,9491936.516062971,93970171509
18,2017-09-29,2017Q3,11.3,9491925.388082122,107258756885
19,2017-12-29,2017Q4,11.4,9492047.651718332,108209343230
20,2018-03-30,2018Q1,11.5,9492066.478519913,109158764503
21,2018-06-29,2018Q2,11.8,9492520.28397566,112011739351
22,2018-09-28,2018Q3,10.7,9492151.835407415,101566024639
23,2018-12-28,2018Q4,11.0,9492014.117365556,104412155291
24,2019-03-29,2019Q1,10.0,9492327.134861888,94923271349
25,2019-06-28,2019Q2,10.0,9492199.356522797,94921993565
26,2019-09-30,2019Q3,9.5,9491916.721350592,90173208853
27,2019-12-31,2019Q4,8.3,9492464.984338988,78787459370
28,2020-03-31,2020Q1,9.8,9492293.099359734,93024472374
29,2020-06-30,2020Q2,9.7,9492256.829650251,92074891248
30,2020-09-30,2020Q3,9.5,9492191.643585362,90175820614
31,2020-12-31,2020Q4,9.9,9492254.632606536,93973320863
32,2021-03-31,2021Q1,10.4,9492010.339560568,98716907531
33,2021-06-30,2021Q2,10.8,9491976.104017803,102513341923
34,2021-09-30,2021Q3,11.1,9492391.367239485,105365544176
35,2021-12-31,2021Q4,13.5,9492422.932872372,128147709594
36,2022-03-31,2022Q1,12.8,9491943.897067348,121496881882
37,2022-06-30,2022Q2,10.6,9491960.67090804,100614783112
