,date,quarter,price,shares_est,lev,market_cap
0,2007-12-28,2007Q4,53.0,10400064.014898011,0.1933275701665228,551203392790
1,2008-03-31,2008Q1,22.6,10400079.000941934,0.2430313506417275,235041785421
2,2008-06-30,2008Q2,13.3,10400018.041857108,0.1948716750395817,138320239957
3,2008-09-30,2008Q3,11.0,20546282.709708974,0.186513872501213,226009109807
4,2008-12-31,2008Q4,7.4,20546595.520817675,0.1804662506543336,152044806854
5,2009-03-31,2009Q1,7.5,20545322.973796465,0.1404688984334912,154089922303
6,2009-06-30,2009Q2,12.0,20545322.973796465,0.1404688984334912,246543875686
7,2009-09-30,2009Q3,14.2,20546726.276319586,0.1865818631164484,291763513124
8,2009-12-31,2009Q4,13.1,20545408.868232638,0.1001829206833186,269144856174
9,2010-03-31,2010Q1,15.4,20545359.170575168,0.063785331050466,316398531227
10,2010-06-30,2010Q2,13.9,20546201.23203285,0.1541106700794145,285592197125
11,2010-09-30,2010Q3,11.7,24430036.577494085,0.1956797902335317,285831427957
12,2010-12-31,2010Q4,10.7,24430535.244223457,0.0766943471275355,261406727113
13,2011-03-31,2011Q1,9.9,24430857.46654393,0.3746837500911889,241865488919
14,2011-06-30,2011Q2,9.1,24429897.739504844,0.5651107498157323,222312069429
15,2011-09-30,2011Q3,7.8,24430777.11107859,0.5774287609101844,190560061466
16,2011-12-30,2011Q4,6.8,24429731.06515141,0.6499834641317563,166122171243
17,2012-03-30,2012Q1,11.3,24429983.179142136,0.6039846252381781,276058809924
18,2012-06-29,2012Q2,9.7,24430552.36344136,0.621726937477341,236976357925
19,2012-09-28,2012Q3,9.4,24430025.831940435,0.46294632191863,229642242820
20,2012-12-28,2012Q4,9.5,24430342.42951092,0.4715325905243278,232088253080
21,2013-03-29,2013Q1,9.8,24430848.675348,0.4468498258994204,239422317018
22,2013-06-28,2013Q2,9.2,24430373.64403375,0.5244994533572002,224759437525
23,2013-09-30,2013Q3,8.0,24430712.49215317,0.5055308057499253,195445699937
24,2013-12-31,2013Q4,9.5,24430656.37065637,0.5218782294881152,232091235521
25,2014-03-31,2014Q1,10.5,24431451.612903222,0.4814828561716551,256530241935
26,2014-06-30,2014Q2,9.0,24430370.54976992,0.5463288185895014,219873334948
27,2014-09-30,2014Q3,8.4,24430588.990531214,0.5816985733261999,205216947520
28,2014-12-31,2014Q4,8.2,24430597.609561756,0.5265306807646872,200330900398
29,2015-03-31,2015Q1,7.8,24430743.644571155,0.4460569616675789,190559800428
30,2015-06-30,2015Q2,6.3,24430709.84006933,0.4761302216333549,153913471992
31,2015-09-30,2015Q3,6.8,24429709.503500443,0.4632024519971524,166122024624
32,2015-12-31,2015Q4,6.1,24430188.07778132,0.4267200261314681,149024147274
33,2016-03-31,2016Q1,7.7,24429963.5556964,0.376275094055575,188110719379
34,2016-06-30,2016Q2,7.0,24431069.051247094,0.4210440284449334,171017483359
35,2016-09-30,2016Q3,8.6,24431318.46481204,0.4311333505252076,210109338797
36,2016-12-30,2016Q4,7.6,21268480.388847634,0.474761720582969,161640450955
37,2017-03-31,2017Q1,9.2,21268877.58472617,0.4709786392816941,195673673779
38,2017-06-30,2017Q2,8.9,21269008.2088548,0.476870346718273,189294173059
39,2017-09-29,2017Q3,9.79,21268872.870249014,0.4661029906054251,208222265400
40,2017-12-29,2017Q4,10.5,21268783.88845856,0.4882156129710328,223322230829
41,2018-03-30,2018Q1,10.0,21268284.913353723,0.4966617807199608,212682849134
42,2018-06-29,2018Q2,12.65,21268800.987180367,0.5513684607444967,269050332488
43,2018-09-28,2018Q3,12.35,21268482.227328017,0.4889934137641687,262665755508
44,2018-12-28,2018Q4,10.7,21269128.431436174,0.5052137974216891,227579674216
45,2019-03-29,2019Q1,11.0,21268869.43183997,0.4800361848841603,233957563750
46,2019-06-28,2019Q2,11.8,21420464.58780457,0.4719185919739329,252761482136
47,2019-09-30,2019Q3,10.7,21429037.411796037,0.4844770422874028,229290700306
48,2019-12-31,2019Q4,9.52,22517033.261802576,0.4961124901576275,214362156652
49,2020-03-31,2020Q1,8.54,22517514.124293786,0.482877840744421,192299570621
50,2020-06-30,2020Q2,8.17,24430715.04050722,0.4941759205863227,199598941881
51,2020-09-30,2020Q3,7.63,22516673.362796303,0.5111113042191535,171802217758
52,2020-12-31,2020Q4,10.0,22516578.24933687,0.5159423257635547,225165782493
53,2021-03-31,2021Q1,9.7,22516700.570903603,0.5400788393802717,218411995538
54,2021-06-30,2021Q2,9.76,22516640.866873067,0.5516208988779304,219762414861
55,2021-09-30,2021Q3,9.45,22516415.68308235,0.5465837059521039,212780128205
56,2021-12-31,2021Q4,10.55,22516683.383483782,0.5504785061687563,237551009696
57,2022-03-31,2022Q1,10.15,22516798.41897233,0.5626166853757478,228545503953
58,2022-06-30,2022Q2,9.11,22516778.523489933,0.600005838778465,205127852349
