,quarter,roa
0,2007Q1,-0.88
1,2007Q2,1.04
2,2007Q3,1.19
3,2007Q4,0.84
4,2008Q1,0.17
5,2008Q2,0.06
6,2008Q3,1.54
7,2008Q4,0.83
8,2009Q1,0.35
9,2009Q2,0.47
10,2009Q3,2.16
11,2009Q4,0.55
12,2010Q1,0.4
13,2010Q2,1.15
14,2010Q3,1.27
15,2010Q4,-0.58
16,2011Q1,0.66
17,2011Q2,1.59
18,2011Q3,0.01
19,2011Q4,0.17
20,2012Q1,0.62
21,2012Q2,2.4
22,2012Q3,0.98
23,2012Q4,0.8
24,2013Q1,0.76
25,2013Q2,0.98
26,2013Q3,0.85
27,2013Q4,0.45
28,2014Q1,0.45
29,2014Q2,1.14
30,2014Q3,0.66
31,2014Q4,1.33
32,2015Q1,0.91
33,2015Q2,1.69
34,2015Q3,1.56
35,2015Q4,1.84
36,2016Q1,1.12
37,2016Q2,2.39
38,2016Q3,1.82
39,2016Q4,-0.43
40,2017Q1,1.4
41,2017Q2,3.6
42,2017Q3,1.47
43,2017Q4,1.63
44,2018Q1,1.45
45,2018Q2,4.82
46,2018Q3,2.07
47,2018Q4,1.56
48,2019Q1,1.68
49,2019Q2,5.57
50,2019Q3,2.12
51,2019Q4,2.29
52,2020Q1,2.64
53,2020Q2,5.83
54,2020Q3,2.16
55,2020Q4,3.44
56,2021Q1,2.45
57,2021Q2,5.28
58,2021Q3,2.9
59,2021Q4,3.45
60,2022Q1,3.54
61,2022Q2,7.08
