,quarter,roa
0,2008Q2,1.58
1,2008Q3,1.38
2,2008Q4,6.46
3,2009Q1,0.46
4,2009Q2,2.14
5,2009Q3,2.63
6,2009Q4,5.81
7,2010Q1,0.06
8,2010Q2,0.65
9,2010Q3,0.04
10,2010Q4,5.8
11,2011Q1,0.08
12,2011Q2,1.34
13,2011Q3,0.51
14,2011Q4,-0.34
15,2012Q1,0.04
16,2012Q2,0.22
17,2012Q3,0.34
18,2012Q4,-0.03
19,2013Q1,-0.79
20,2013Q2,1.09
21,2013Q3,1.89
22,2013Q4,0.98
23,2014Q1,-0.49
24,2014Q2,1.44
25,2014Q3,0.87
26,2014Q4,-1.19
27,2015Q1,-1.16
28,2015Q2,1.98
29,2015Q3,2.12
30,2015Q4,-0.81
31,2016Q1,0.46
32,2016Q2,1.31
33,2016Q3,0.97
34,2016Q4,-1.28
35,2017Q1,0.14
36,2017Q2,0.59
37,2017Q3,0.89
38,2017Q4,-0.53
39,2018Q1,0.31
40,2018Q2,0.57
41,2018Q3,0.61
42,2018Q4,-0.77
43,2019Q1,0.37
44,2019Q2,0.6
45,2019Q3,0.64
46,2019Q4,-1.12
47,2020Q1,0.35
48,2020Q2,-0.27
49,2020Q3,0.33
50,2020Q4,-0.31
51,2021Q1,0.4
52,2021Q2,0.71
53,2021Q3,0.1
54,2021Q4,0.48
55,2022Q1,0.78
56,2022Q2,0.03
