quarter,s,ln_s
2007Q4,1.0490097905608606,0.049762257539511884
2008Q1,0.7372960388837946,0.04797288730502693
2008Q2,0.33603032417951334,0.02389454886045539
2008Q3,0.6830221655542639,0.059244901285104005
2008Q4,0.6286349663493521,0.05420649195447373
2009Q1,0.41073705294900736,0.032796902539209576
2009Q2,0.6131161809070865,0.0487552366717512
2009Q3,0.4077989535913528,0.025171390843745454
2009Q4,0.8165013355742142,0.05211588121031301
2010Q1,0.8841731102079757,0.052969505520084344
2010Q2,1.3061604222561467,0.07656415058899502
2010Q3,1.0653165035950969,0.06014741283899781
2010Q4,0.757956092768685,0.05608528340947253
2011Q1,0.610902126703881,0.04191142015278614
2011Q2,0.21929864834765259,0.018748981816860036
2011Q3,0.6766062853246599,0.06780159323262722
2011Q4,0.5487282525051823,0.05825644537390633
2012Q1,0.29671266144101965,0.02676929104829857
2012Q2,0.7844698573367703,0.06304232093331433
2012Q3,0.33501266895053033,0.028980315520039032
2012Q4,0.28939731676275676,0.02804435157121715
2013Q1,0.23812827787402574,0.01752899325156269
2013Q2,0.22673468713737865,0.015152538640949991
2013Q3,0.11887793741667227,0.011264181420661665
2013Q4,0.16099264183939327,0.010766919729662225
2014Q1,1.264076259625135,0.11986666484419198
2014Q2,1.0741650343054814,0.10194528494535177
2014Q3,1.0542828775218758,0.08547266486023122
2014Q4,1.1851552206858986,0.09481904224137527
2015Q1,1.6126512561480078,0.13440529791476546
2015Q2,1.325063913437754,0.09494700693931901
2015Q3,0.8260286332391128,0.06399778822864707
2015Q4,0.966513798712386,0.06149747836421395
2016Q1,0.7928489936098715,0.04940679067982542
2016Q2,0.8995392620695379,0.055377883554628304
2016Q3,1.0108069207852197,0.07909556179157567
2016Q4,0.9442723112563675,0.07468355648177077
2017Q1,1.1612483938128322,0.0839102003122442
2017Q2,1.5333908440269044,0.12439932969704973
2017Q3,0.7683287978036013,0.055334422642254424
2017Q4,0.24615242066705392,0.033605626095807875
2018Q1,0.7114281871493484,0.08751567395366802
2018Q2,0.1690380269603642,0.02279824210225745
2018Q3,0.40942665113370025,0.057410152151625427
2018Q4,0.36116604593581214,0.04221230312976257
2019Q1,0.0,0.0
2019Q2,0.0,0.0
2019Q3,0.03446538744795556,0.002129657152204595
2019Q4,0.39389596241233743,0.054458082054376404
2020Q1,0.06779661016909437,0.00937630415209124
2020Q2,0.0,0.0
2020Q3,0.12307692138797188,0.013182065243277027
2020Q4,0.363632922378861,0.030857276904294576
2021Q1,0.7715957649950526,0.0875735079004048
2021Q2,0.6084303837453574,0.05429943258617355
2021Q3,0.4329970116287981,0.04932613659438089
2021Q4,0.7454286340091099,0.057396938636530316
2022Q1,0.06896551723918992,0.010104926424754359
2022Q2,0.36012267842606943,0.02742317113896672
2022Q3,0.3010336221636979,0.023910295465111128
