quarter,amihud,ln_amihud
2010Q4,3.1118334962494587,1.1352121011088863
2011Q1,3.412826338284038,1.2275407862051804
2011Q2,3.535173095310502,1.2627622642913185
2011Q3,13.216274651595501,2.581448998311739
2011Q4,4.888365835660496,1.586858062698047
2012Q1,9.313025945380353,2.2314140594671716
2012Q2,4.620179259905582,1.530433505186278
2012Q3,4.422839993362702,1.4867820221890224
2012Q4,7.030158736407558,1.95020928542648
2013Q1,10.617352830924624,2.3624897221179015
2013Q2,6.1521404215154964,1.81680005728672
2013Q3,8.076545962478725,2.088964301246181
2013Q4,5.948630179429718,1.7831609711078131
2014Q1,1.78524337607245,0.5795547510760762
2014Q2,5.545183634633692,1.7129297374106316
2014Q3,3.7813881474954876,1.3300911770044719
2014Q4,1.830269038053153,0.6044629713772268
2015Q1,2.7106361511773374,0.9971833494758451
2015Q2,3.568586751117004,1.2721696493806596
2015Q3,3.3438614896656564,1.2071262738100716
2015Q4,1.477869250504917,0.39060135481374836
2016Q1,2.9982256835073184,1.0980206748682781
2016Q2,2.231057466169209,0.802475673150581
2016Q3,2.289221548747934,0.8282118247305637
2016Q4,0.16023708549864338,-1.8311007761409368
2017Q1,0.07664607099429027,-2.568556934021936
2017Q2,0.40051976919366383,-0.9149921524093948
2017Q3,0.4026642124656834,-0.9096522840440519
2017Q4,0.23605536954614775,-1.4436888847537608
2018Q1,0.6605774707022491,-0.4146408709027298
2018Q2,1.4560952238798077,0.37575834865229246
2018Q3,1.7674740553181385,0.569551439935815
2018Q4,0.9315669821517361,-0.07088718368705256
2019Q1,1.2963715488259229,0.2595692457515615
2019Q2,0.8649917542527084,-0.14503530475152226
2019Q3,2.720483684052675,1.0008096895182772
2019Q4,1.3896637898354551,0.3290618400692242
2020Q1,4.960348032778597,1.601475906174095
2020Q2,1.7029772351749477,0.5323780341073229
2020Q3,0.7138026495435917,-0.3371487560478558
2020Q4,0.39142823877553506,-0.9379530784992192
2021Q1,0.4585691408652016,-0.7796442006933059
2021Q2,1.6446179063478665,0.49750808146076614
2021Q3,1.7732147140495604,0.572794121874613
2021Q4,1.3650394787751317,0.3111833503982685
2022Q1,5.601042221053893,1.722952691327099
2022Q2,2.1492005025043666,0.7650959136824622
2022Q3,1.8529982901375794,0.6168050245491972
