,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2009Q1,1388421.0,527903.0,1459903.0,1115033.0,1110660.0,220493456.0,25216081.0,113136208.0,205501553.0,34819661.0,147524002.0,14884329.0,12177072.0,1924073.0,918.0,12300.0,0.0,7.75,0.5
1,2009Q2,1635906.0,738651.0,1469867.0,1169473.0,1165044.0,215651790.0,30589019.0,126595451.0,200472829.0,21495167.0,154848458.0,15080830.0,12177068.0,2254279.0,1881.0,12463.0,31.9,7.78,0.53
2,2009Q3,1781921.0,951313.0,1274789.0,970636.0,970636.0,223483609.0,18664897.0,132556953.0,208255200.0,27606676.0,158684377.0,15228409.0,12100860.0,2694731.0,1109.0,12585.0,48.26,6.4,0.44
3,2009Q4,1731788.0,1250177.0,1893355.0,1471954.0,1461600.0,256053219.0,47452756.0,137454607.0,238891989.0,38369017.0,169173420.0,17051922.0,12163205.0,4430292.0,3088.0,14091.0,15.22,9.06,0.61
4,2010Q1,1757133.0,711087.0,1417735.0,1072623.0,1067939.0,239127324.0,33283281.0,146445573.0,221508997.0,31391732.0,166890115.0,17497012.0,12146020.0,4170658.0,3053.0,14459.0,14.41,6.24,0.43
5,2010Q2,2461204.0,1419865.0,1352588.0,1034128.0,1034128.0,246334663.0,41589689.0,146850265.0,229926603.0,26758695.0,182515775.0,16408070.0,12100860.0,3413676.0,2945.0,13559.0,13.99,6.1,0.43
6,2010Q3,1819228.0,1035575.0,1245691.0,931166.0,926475.0,260316229.0,50610602.0,158524445.0,240067606.0,29407362.0,190074588.0,20130674.0,14255875.0,4685879.0,3711.0,15223.0,9.76,5.07,0.37
7,2010Q4,2459568.0,1340871.0,1438017.0,1141593.0,1139242.0,307614509.0,78755500.0,171143464.0,286278490.0,59529027.0,204725580.0,21215970.0,14255875.0,5815378.0,3370.0,16044.0,9.64,5.51,0.4
8,2011Q1,2806137.0,1269778.0,1894534.0,1441003.0,1434549.0,332476987.0,71158422.0,191824108.0,305777278.0,70988798.0,205224636.0,26561802.0,18619700.0,6085514.0,3554.0,15103.0,8.78,6.07,0.45
9,2011Q2,2687089.0,1173496.0,1309708.0,992556.0,986326.0,344207378.0,79976502.0,185068933.0,316508580.0,68683444.0,176650494.0,27555243.0,18619700.0,7068277.0,3180.0,15667.0,8.71,3.65,0.29
10,2011Q3,3684320.0,1289075.0,1410681.0,1067070.0,1057984.0,333735143.0,76027328.0,182726892.0,305074425.0,49981111.0,201216378.0,28533082.0,20739157.0,5927240.0,2949.0,14485.0,9.26,3.77,0.31
11,2011Q4,3890536.0,1997297.0,1115270.0,740516.0,741765.0,366750050.0,104748399.0,204145560.0,337271610.0,47962375.0,226909438.0,29335206.0,20739157.0,6890793.0,2426.0,14892.0,8.99,2.56,0.21
12,2012Q1,3300012.0,1419011.0,1735058.0,1346885.0,1341868.0,358908126.0,91762250.0,202259907.0,317116542.0,49558275.0,224479126.0,41643601.0,32420728.0,6862706.0,2123.0,17970.0,13.66,3.82,0.37
13,2012Q2,2454796.0,1068898.0,1182465.0,910234.0,906821.0,391662936.0,106138079.0,208435766.0,351358876.0,47361909.0,242630412.0,40152835.0,32420728.0,5383853.0,1889.0,17327.0,15.62,2.22,0.24
14,2012Q3,2748162.0,1568258.0,1476912.0,1108898.0,1105721.0,416740517.0,102745042.0,220710941.0,375333115.0,45766214.0,262107261.0,41253000.0,32420728.0,6487068.0,1436.0,17801.0,17.13,2.72,0.27
15,2012Q4,2471474.0,1938936.0,1366941.0,1059181.0,1054868.0,414670120.0,65712726.0,235959642.0,372181294.0,34066351.0,284514568.0,42336909.0,32420728.0,7506599.0,1516.0,18269.0,17.94,2.52,0.25
16,2013Q1,2590866.0,1332765.0,1465291.0,1117221.0,1112451.0,420480386.0,70351250.0,233165635.0,377841680.0,37774788.0,297758690.0,42482022.0,32420728.0,7255420.0,1408.0,18332.0,22.73,2.65,0.27
17,2013Q2,2552601.0,1280166.0,1137862.0,867219.0,860694.0,436470622.0,100030235.0,231636362.0,395701250.0,42490878.0,304811711.0,40602641.0,32420728.0,5306742.0,1784.0,17521.0,15.7,2.07,0.2
18,2013Q3,2913590.0,1574764.0,1388474.0,1043099.0,1039892.0,439657246.0,79181704.0,243529996.0,397996452.0,40132999.0,316188876.0,41514360.0,32420728.0,6346975.0,1755.0,17914.0,15.32,2.53,0.24
19,2013Q4,2735443.0,2025996.0,1752672.0,1343734.0,1335702.0,467459005.0,89779154.0,267853577.0,424231549.0,43951083.0,330305918.0,43077880.0,32420728.0,7631011.0,1877.0,18589.0,14.28,3.16,0.29
20,2014Q1,2765619.0,1419875.0,1500649.0,1169852.0,1165965.0,446117972.0,51874242.0,271486251.0,402005932.0,25397750.0,342997716.0,43958700.0,32420728.0,7454942.0,1900.0,18969.0,16.21,2.7,0.25
21,2014Q2,2806403.0,1640098.0,1345661.0,1059970.0,1056947.0,504432098.0,95675072.0,283795303.0,459803891.0,40716640.0,378559234.0,44492642.0,32420728.0,8498843.0,1984.0,19199.0,13.2,2.39,0.22
22,2014Q3,2945471.0,1594616.0,1333250.0,1041780.0,1038769.0,530226286.0,110227124.0,294054204.0,486839257.0,38398696.0,387326343.0,43248451.0,32420728.0,6756590.0,1931.0,16228.0,13.52,2.37,0.2
23,2014Q4,3257689.0,2170804.0,1695751.0,1338673.0,1329398.0,574260449.0,142789201.0,316295427.0,529931763.0,43237798.0,418929093.0,44180839.0,32420681.0,8076420.0,1856.0,16578.0,17.19,3.04,0.24
24,2015Q1,3496271.0,1667018.0,1455772.0,1134612.0,1131529.0,539756977.0,95725437.0,322490246.0,495122503.0,31767599.0,436319798.0,44634474.0,32420681.0,7760351.0,1785.0,16748.0,19.66,2.57,0.2
25,2015Q2,3568831.0,1580040.0,1695013.0,1324674.0,1321072.0,576530046.0,108330132.0,332614607.0,530700150.0,48571367.0,459626276.0,45829896.0,32420681.0,9081014.0,1827.0,17197.0,26.71,2.92,0.24
26,2015Q3,3950666.0,2704983.0,1497787.0,1175762.0,1172115.0,615575404.0,143811243.0,348703951.0,571412052.0,55842211.0,487713370.0,44163352.0,32420681.0,7572219.0,1859.0,16571.0,23.08,2.6,0.2
27,2015Q4,4437264.0,2346779.0,2179973.0,1698059.0,1689008.0,673910104.0,130733676.0,378541826.0,627771917.0,72135381.0,499764252.0,46138187.0,32420681.0,9227971.0,1994.0,17313.0,22.02,3.74,0.26
28,2016Q1,4532765.0,2367354.0,2299411.0,1840982.0,1836686.0,662324193.0,106095611.0,401741175.0,615176422.0,65175497.0,513996943.0,47147771.0,32420681.0,9314394.0,2258.0,17691.0,18.15,3.98,0.27
29,2016Q2,4617647.0,2630525.0,1971993.0,1580011.0,1576187.0,678274082.0,99010079.0,417630311.0,629601050.0,49476949.0,534944549.0,48673032.0,32420681.0,10894088.0,2354.0,18264.0,20.09,3.29,0.24
30,2016Q3,4488492.0,2503744.0,2046519.0,1641511.0,1636862.0,737584857.0,106954719.0,437976900.0,690048006.0,57100860.0,573152682.0,47536851.0,36022846.0,6263141.0,2518.0,13213.0,15.21,3.4,0.23
31,2016Q4,4883490.0,2478081.0,2191223.0,1774363.0,1767842.0,788169080.0,151759427.0,452683027.0,738874229.0,72238405.0,590398105.0,49294851.0,36022846.0,8022752.0,2337.0,13702.0,15.17,3.65,0.23
32,2017Q1,5275809.0,3149927.0,2736903.0,2209645.0,2206007.0,794278974.0,116799011.0,490076491.0,743965779.0,57538693.0,609313907.0,50313195.0,36022846.0,8036830.0,2291.0,13985.0,16.11,4.48,0.28
33,2017Q2,5636870.0,3179058.0,2517897.0,2020830.0,2016293.0,849297855.0,142356897.0,513575109.0,797187996.0,46511844.0,649474438.0,52109859.0,36022846.0,9829079.0,2265.0,14484.0,17.0,3.94,0.25
34,2017Q3,5248083.0,3104067.0,2679543.0,2148620.0,2144097.0,898484068.0,181411196.0,525869255.0,844238267.0,45505277.0,688000458.0,54245801.0,36022846.0,11962733.0,2261.0,15078.0,16.63,4.03,0.25
35,2017Q4,5776783.0,2434484.0,3402758.0,2727803.0,2720979.0,1035335383.0,232921600.0,535321403.0,981268681.0,66942203.0,708505517.0,54066702.0,36021931.0,11861673.0,2526.0,15028.0,21.5,5.02,0.28
36,2018Q1,6197099.0,4067409.0,4359355.0,3507873.0,3503948.0,1003905794.0,157073981.0,568031472.0,947840056.0,40590347.0,730986638.0,56065738.0,36321931.0,12217085.0,2887.0,15583.0,24.42,6.45,0.34
37,2018Q2,6799964.0,3864021.0,3657422.0,2931640.0,2926763.0,977681955.0,142502643.0,596234984.0,919078771.0,39529573.0,764496671.0,58603184.0,36322343.0,14737469.0,3140.0,16289.0,18.47,5.1,0.3
38,2018Q3,7431525.0,3985542.0,3666499.0,2938354.0,2934626.0,995111405.0,152373565.0,616408960.0,933584926.0,34175703.0,773406098.0,61526479.0,36322343.0,17650348.0,3359.0,17101.0,18.75,4.89,0.3
39,2018Q4,7980640.0,1692860.0,6616547.0,5280125.0,5276169.0,1072983278.0,248255997.0,622358428.0,1009094189.0,76523514.0,802222944.0,63889089.0,36322343.0,20029479.0,4070.0,17758.0,13.15,8.41,0.51
40,2019Q1,8498757.0,4383645.0,5878154.0,4710901.0,4707336.0,1073331964.0,169677886.0,661260823.0,1000340086.0,39264447.0,838277163.0,72991878.0,42428831.0,20845932.0,4377.0,19680.0,15.38,6.96,0.44
41,2019Q2,8579588.0,4067396.0,5425267.0,4364807.0,4360932.0,1122970494.0,171372397.0,682808661.0,1045633626.0,49117465.0,870860074.0,77336868.0,42428820.0,25202377.0,4737.0,20852.0,14.88,5.8,0.4
42,2019Q3,8859286.0,4182440.0,6309272.0,5051595.0,5048342.0,1157490007.0,216739273.0,693973370.0,1076099113.0,41331112.0,902184481.0,81390894.0,42428820.0,29285510.0,5275.0,21945.0,15.56,6.36,0.44
43,2019Q4,8639718.0,3186384.0,5510002.0,4400374.0,4397313.0,1223981046.0,248729494.0,724290102.0,1138227698.0,73621719.0,928413676.0,85753348.0,42428820.0,33669545.0,4997.0,23121.0,18.05,5.26,0.37
44,2020Q1,9034321.0,4910290.0,5222747.0,4182655.0,4177915.0,1144270262.0,176540624.0,739956924.0,1059198276.0,43642452.0,934048243.0,85071986.0,42428820.0,30234825.0,4849.0,22937.0,12.79,5.03,0.35
45,2020Q2,8076890.0,3118019.0,5758890.0,4615185.0,4609910.0,1185262404.0,149653058.0,754373152.0,1095684373.0,48404237.0,981218388.0,89578031.0,42428820.0,34844735.0,4916.0,24152.0,16.33,5.28,0.4
46,2020Q3,8723174.0,4578828.0,4983070.0,3995811.0,3990903.0,1188572083.0,174497813.0,766794848.0,1094996063.0,52329301.0,981492077.0,93576020.0,42428820.0,38840704.0,4631.0,25230.0,18.16,4.36,0.34
47,2020Q4,10390415.0,3430347.0,7079454.0,5673803.0,5667519.0,1327537012.0,267774393.0,820420266.0,1228677618.0,103583833.0,1032113567.0,98859394.0,42428820.0,44118433.0,4974.0,26655.0,19.68,5.89,0.45
48,2021Q1,10081733.0,4779221.0,8631466.0,6907522.0,6902578.0,1278965858.0,203604117.0,850460935.0,1177958179.0,80758597.0,1025547607.0,101007679.0,42428821.0,43552776.0,5708.0,27234.0,16.61,7.08,0.53
49,2021Q2,11087734.0,4731291.0,4938377.0,3960100.0,3955531.0,1303633378.0,184869194.0,897798152.0,1198698174.0,84188617.0,1051273660.0,104935204.0,42428821.0,47493018.0,5532.0,28293.0,21.04,3.84,0.31
50,2021Q3,10427846.0,5002394.0,5737854.0,4599288.0,4594130.0,1385235404.0,204916285.0,909910950.0,1275708552.0,106138767.0,1108418876.0,109526852.0,42428821.0,52084482.0,5694.0,29531.0,17.07,4.28,0.34
51,2021Q4,10781286.0,3056781.0,8064414.0,6456800.0,6451239.0,1414765480.0,225394684.0,934774287.0,1303594825.0,109757777.0,1135323913.0,111170655.0,42428821.0,87113.0,5906.0,29974.0,13.34,5.85,0.46
52,2022Q1,11975852.0,4509166.0,9950256.0,7967426.0,7962184.0,1462748158.0,194999348.0,997707933.0,1345670470.0,81277695.0,1179668881.0,117077688.0,52665213.0,46156897.0,5837.0,24739.0,14.07,7.04,0.55
53,2022Q2,12797206.0,5815802.0,7423087.0,5941931.0,5936954.0,1602391727.0,255548453.0,1066990245.0,1479402030.0,171676891.0,1195391576.0,122989697.0,52665213.0,52056550.0,5956.0,25988.0,12.56,4.95,0.39
