,quarter,roa
0,2009Q2,5.2
1,2009Q3,6.31
2,2009Q4,4.26
3,2010Q1,1.38
4,2010Q2,3.37
5,2010Q3,4.96
6,2010Q4,2.3
7,2011Q1,1.35
8,2011Q2,3.11
9,2011Q3,4.07
10,2011Q4,3.24
11,2012Q1,1.37
12,2012Q2,4.45
13,2012Q3,5.35
14,2012Q4,1.32
15,2013Q1,1.34
16,2013Q2,5.65
17,2013Q3,6.69
18,2013Q4,2.31
19,2014Q1,0.45
20,2014Q2,3.05
21,2014Q3,2.4
22,2014Q4,0.33
23,2015Q1,0.42
24,2015Q2,3.73
25,2015Q3,2.69
26,2015Q4,0.68
27,2016Q1,0.82
28,2016Q2,3.6
29,2016Q3,2.1
30,2016Q4,0.1
31,2017Q1,0.77
32,2017Q2,3.36
33,2017Q3,2.13
34,2017Q4,0.27
35,2018Q1,0.82
36,2018Q2,3.42
37,2018Q3,2.59
38,2018Q4,0.8
39,2019Q1,0.69
40,2019Q2,5.12
41,2019Q3,1.94
42,2019Q4,1.26
43,2020Q1,0.05
44,2020Q2,4.06
45,2020Q3,2.78
46,2020Q4,2.18
47,2021Q1,0.52
48,2021Q2,4.35
49,2021Q3,1.57
50,2021Q4,2.78
51,2022Q1,0.66
52,2022Q2,2.16
