quarter,trend
2005Q1,23.529411764705884
2005Q2,16.80672268907563
2005Q3,14.285714285714286
2005Q4,2.5210084033613445
2006Q1,2.100840336134454
2006Q2,15.546218487394958
2006Q3,17.647058823529413
2006Q4,34.45378151260504
2007Q1,100.0
2007Q2,70.16806722689076
2007Q3,34.03361344537815
2007Q4,31.932773109243698
2008Q1,20.168067226890756
2008Q2,7.563025210084033
2008Q3,7.983193277310924
2008Q4,4.201680672268908
2009Q1,3.361344537815126
2009Q2,4.621848739495798
2009Q3,3.361344537815126
2009Q4,3.361344537815126
2010Q1,5.042016806722689
2010Q2,6.302521008403361
2010Q3,5.042016806722689
2010Q4,4.621848739495798
2011Q1,3.361344537815126
2011Q2,2.5210084033613445
2011Q3,2.9411764705882355
2011Q4,2.5210084033613445
2012Q1,3.361344537815126
2012Q2,4.621848739495798
2012Q3,2.9411764705882355
2012Q4,2.9411764705882355
2013Q1,3.7815126050420167
2013Q2,3.361344537815126
2013Q3,2.9411764705882355
2013Q4,3.7815126050420167
2014Q1,4.201680672268908
2014Q2,4.201680672268908
2014Q3,2.5210084033613445
2014Q4,2.9411764705882355
2015Q1,2.5210084033613445
2015Q2,2.5210084033613445
2015Q3,2.5210084033613445
2015Q4,2.5210084033613445
2016Q1,2.5210084033613445
2016Q2,2.5210084033613445
2016Q3,2.5210084033613445
2016Q4,2.5210084033613445
2017Q1,3.361344537815126
2017Q2,3.7815126050420167
2017Q3,3.361344537815126
2017Q4,4.201680672268908
2018Q1,4.621848739495798
2018Q2,3.7815126050420167
2018Q3,3.7815126050420167
2018Q4,3.361344537815126
2019Q1,2.9411764705882355
2019Q2,2.9411764705882355
2019Q3,2.9411764705882355
2019Q4,3.7815126050420167
2020Q1,3.361344537815126
2020Q2,5.042016806722689
2020Q3,5.042016806722689
2020Q4,5.46218487394958
2021Q1,8.403361344537815
2021Q2,9.243697478991596
2021Q3,10.504201680672269
2021Q4,12.605042016806722
2022Q1,12.184873949579831
2022Q2,9.663865546218487
2022Q3,7.142857142857143
