,date,quarter,price,shares_est,market_cap
0,2011-03-31,2011Q1,10.3,3000000.0,30900000000
1,2011-06-30,2011Q2,8.6,3000000.0,25800000000
2,2011-09-30,2011Q3,8.1,3000089.429440172,24300724378
3,2011-12-30,2011Q4,8.8,3150881.152877854,27727754145
4,2012-03-30,2012Q1,7.4,3150853.119075562,23316313081
5,2012-06-29,2012Q2,7.6,3150764.413335789,23945809541
6,2012-09-28,2012Q3,7.9,3150848.522941546,24891703331
7,2012-12-28,2012Q4,11.4,3150847.3088067435,35919659320
8,2013-03-29,2013Q1,8.1,3150634.3495550086,25520138231
9,2013-06-28,2013Q2,7.7,3150696.4569505467,24260362719
10,2013-09-27,2013Q3,7.0,3150793.6507936507,22055555556
11,2013-12-31,2013Q4,6.4,3150652.4317912217,20164175563
12,2014-03-31,2014Q1,7.4,3150612.8007262824,23314534725
13,2014-06-30,2014Q2,7.4,3150741.120536963,23315484292
14,2014-09-30,2014Q3,7.1,3150690.041029467,22369899291
15,2014-12-31,2014Q4,6.0,3150684.9315068494,18904109589
16,2015-03-31,2015Q1,8.2,3150706.436420722,25835792779
17,2015-06-30,2015Q2,8.2,3150717.8952434426,25835886741
18,2015-09-30,2015Q3,10.0,3150610.045951513,31506100460
19,2015-12-31,2015Q4,15.5,3150846.3850656543,48838118969
20,2016-03-31,2016Q1,20.5,3150776.0532150776,64590909091
21,2016-06-30,2016Q2,10.1,3150751.507515075,31822590226
22,2016-09-30,2016Q3,33.4,3150699.486452984,105233362848
23,2016-12-30,2016Q4,30.1,3150845.823472697,94840459287
24,2017-03-31,2017Q1,12.6,3150844.3433371247,39700638726
25,2017-06-30,2017Q2,15.4,3150890.674118058,48523716381
26,2017-09-29,2017Q3,14.4,3150784.704760253,45371299749
27,2017-12-29,2017Q4,14.4,3150628.335341711,45369048029
28,2018-03-30,2018Q1,14.4,3150724.637681159,45370434783
29,2018-06-29,2018Q2,14.2,3150770.512286547,44740941274
30,2018-09-28,2018Q3,15.5,3150639.7028477094,48834915394
31,2018-12-28,2018Q4,15.5,3150624.898555429,48834685928
32,2019-03-29,2019Q1,15.5,3150807.7544426494,48837520194
33,2019-06-28,2019Q2,15.2,3150684.9315068494,47890410959
34,2019-09-30,2019Q3,15.2,3150640.492430544,47889735485
35,2019-12-31,2019Q4,15.2,3150832.4360142467,47892653027
36,2020-03-31,2020Q1,15.2,3150773.3024563724,47891754197
37,2020-06-30,2020Q2,15.2,3150768.9790575914,47891688482
38,2020-09-30,2020Q3,11.7,3150697.2192775016,36863157466
39,2020-12-31,2020Q4,11.7,3150706.699004767,36863268378
40,2021-03-31,2021Q1,15.0,3150689.5110739656,47260342666
41,2021-06-30,2021Q2,14.2,3150816.925010473,44741600335
42,2021-09-30,2021Q3,15.8,3150637.5073883305,49780072617
43,2021-12-31,2021Q4,22.6,3150601.4032743066,71203591714
44,2022-03-31,2022Q1,24.4,3150730.411686587,76877822045
45,2022-06-30,2022Q2,14.4,3150774.7318235994,45371156138
