,date,quarter,price,shares_est,market_cap
0,2018-09-28,2018Q3,12.4,9999847.80458108,123998112777
1,2018-12-28,2018Q4,15.1,10000297.707651086,151004495386
2,2019-03-29,2019Q1,15.6,10000145.56040757,156002270742
3,2019-06-28,2019Q2,17.2,9999673.62924282,171994386423
4,2019-09-30,2019Q3,11.5,18000695.410292074,207007997218
5,2019-12-31,2019Q4,12.1,17999659.05216502,217795874531
6,2020-03-31,2020Q1,12.9,18000585.039699122,232207547012
7,2020-06-30,2020Q2,10.9,17999651.264167394,196196198779
8,2020-09-30,2020Q3,11.2,18000000.0,201600000000
9,2020-12-31,2020Q4,13.9,18000078.228897754,250201087382
10,2021-03-31,2021Q1,18.3,17999547.54543398,329391720081
11,2021-06-30,2021Q2,11.35,20069058.021001,227783808538
12,2021-09-30,2021Q3,12.35,20069058.021001,247852866559
13,2021-12-31,2021Q4,13.3,30070079.600437023,399932058686
14,2022-03-31,2022Q1,13.15,30068998.04106508,395407324240
15,2022-06-30,2022Q2,9.65,30070692.615912996,290182183744
