,quarter,roa
0,2007Q1,5.93
1,2007Q3,5.57
2,2007Q4,-3.56
3,2008Q1,5.43
4,2008Q2,4.82
5,2008Q3,4.28
6,2008Q4,10.12
7,2009Q1,4.35
8,2009Q2,2.46
9,2009Q3,3.57
10,2009Q4,1.08
11,2010Q1,2.35
12,2010Q2,2.62
13,2010Q3,5.91
14,2010Q4,4.7
15,2011Q1,2.97
16,2011Q2,2.3
17,2011Q3,1.05
18,2011Q4,2.78
19,2012Q1,1.07
20,2012Q2,1.28
21,2012Q3,2.07
22,2012Q4,0.91
23,2013Q1,0.88
24,2013Q2,0.45
25,2013Q3,0.46
26,2013Q4,2.14
27,2014Q1,1.23
28,2014Q2,4.17
29,2014Q3,1.72
30,2014Q4,0.93
31,2015Q1,1.66
32,2015Q2,1.79
33,2015Q3,0.46
34,2015Q4,0.72
35,2016Q1,0.01
36,2016Q2,-0.77
37,2016Q3,-1.23
38,2016Q4,-0.31
39,2017Q1,-0.92
40,2017Q2,0.64
41,2017Q3,0.05
42,2017Q4,-0.24
43,2018Q1,-0.68
44,2018Q2,-0.12
45,2018Q3,-0.4
46,2018Q4,1.11
47,2019Q1,0.15
48,2019Q2,0.55
49,2019Q3,0.31
50,2019Q4,0.03
51,2020Q1,0.24
52,2020Q2,-0.06
53,2020Q3,0.26
54,2020Q4,0.13
55,2021Q1,0.12
56,2021Q2,0.0
57,2021Q3,0.11
58,2021Q4,0.28
59,2022Q1,-0.18
60,2022Q2,0.2
