quarter,change_perc_mean,change_perc_stdv
2018Q1,0.8553571428571428,6.52003946940045
2018Q2,-0.12934426229508195,4.560317923439279
2018Q3,0.65359375,5.404456235128621
2018Q4,0.8364615384615384,2.9232817767286554
2019Q1,0.5067241379310345,2.8079257424648203
2019Q2,0.5873770491803278,2.753137544474997
2019Q3,0.8132307692307692,2.9306191259763623
2019Q4,0.694,1.0587371604888531
2020Q1,-0.5343103448275862,4.238115317668459
2020Q2,1.6290322580645162,3.9310661423252347
2020Q3,1.3941379310344828,4.0339580643397595
2020Q4,0.05681818181818183,1.749305936290522
2021Q1,0.6256896551724138,2.862613890827976
2021Q2,-0.07435483870967742,1.7591667373305755
2021Q3,-0.5710937500000001,3.403366268758829
2021Q4,0.5978787878787879,2.7752934786746235
2022Q1,0.23551724137931032,3.169260898072041
2022Q2,-0.09129032258064515,3.3806714261194064
2022Q3,0.506875,2.662062617774492
