,quarter,roa
0,2009Q1,2.35
1,2009Q2,2.65
2,2010Q2,0.0
3,2012Q1,2.62
4,2012Q2,3.16
5,2012Q3,3.62
6,2012Q4,3.36
7,2013Q1,4.11
8,2013Q2,4.41
9,2013Q3,4.88
10,2013Q4,3.72
11,2014Q1,4.0
12,2014Q2,3.55
13,2014Q3,3.76
14,2014Q4,3.49
15,2015Q1,2.88
16,2015Q2,3.1
17,2015Q3,2.89
18,2015Q4,3.25
19,2016Q1,3.17
20,2016Q2,3.19
21,2016Q3,3.06
22,2016Q4,2.33
23,2017Q1,2.85
24,2017Q2,3.07
25,2017Q3,4.01
26,2017Q4,3.45
27,2018Q1,3.49
28,2018Q2,3.37
29,2018Q3,3.56
30,2018Q4,3.0
31,2019Q1,3.49
32,2019Q2,3.66
33,2019Q3,3.49
34,2019Q4,1.83
35,2020Q1,2.94
36,2020Q2,3.48
37,2020Q3,3.27
38,2020Q4,1.77
39,2021Q1,3.07
40,2021Q2,2.86
41,2021Q3,3.41
42,2021Q4,2.54
43,2022Q1,3.67
44,2022Q2,3.49
