,quarter,roa
0,2009Q4,0.86
1,2010Q2,0.67
2,2010Q3,0.78
3,2010Q4,0.74
4,2011Q1,4.21
5,2011Q2,2.24
6,2011Q3,1.96
7,2011Q4,0.33
8,2012Q1,0.27
9,2012Q2,0.07
10,2012Q3,0.07
11,2012Q4,0.05
12,2013Q1,0.06
13,2013Q2,0.06
14,2013Q3,0.07
15,2013Q4,0.07
16,2014Q1,0.07
17,2014Q2,0.06
18,2014Q3,0.06
19,2014Q4,0.54
20,2015Q1,0.59
21,2015Q2,0.6
22,2015Q3,0.6
23,2015Q4,0.33
24,2016Q1,0.28
25,2016Q2,0.54
26,2016Q3,0.61
27,2016Q4,0.5
28,2017Q1,0.66
29,2017Q2,0.53
30,2017Q3,0.61
31,2017Q4,0.71
32,2018Q1,0.64
33,2018Q2,0.68
34,2018Q3,0.64
35,2018Q4,0.6
36,2019Q1,0.91
37,2019Q2,1.0
38,2019Q3,1.5
39,2019Q4,2.01
40,2020Q1,1.73
41,2020Q2,0.0
42,2020Q3,0.01
43,2020Q4,0.92
44,2021Q1,0.2
45,2021Q2,0.28
46,2021Q3,0.14
47,2021Q4,1.42
48,2022Q1,3.5
49,2022Q2,-3.03
