,quarter,roa
0,2003Q3,0.65
1,2003Q4,6.36
2,2004Q1,0.68
3,2004Q2,0.95
4,2004Q3,1.63
5,2004Q4,2.83
6,2005Q1,1.63
7,2005Q2,0.84
8,2005Q3,2.41
9,2005Q4,2.8
10,2006Q1,2.72
11,2006Q2,0.84
12,2006Q3,1.75
13,2006Q4,4.2
14,2007Q1,3.83
15,2007Q2,1.18
16,2007Q3,2.07
17,2007Q4,1.89
18,2008Q1,1.3
19,2008Q2,-1.96
20,2008Q3,1.84
21,2008Q4,2.54
22,2009Q1,1.77
23,2009Q2,1.82
24,2009Q3,2.2
25,2009Q4,3.38
26,2010Q1,1.13
27,2010Q2,-0.4
28,2010Q3,1.49
29,2010Q4,3.57
30,2011Q1,0.96
31,2011Q2,0.78
32,2011Q3,1.64
33,2011Q4,2.93
34,2012Q1,0.23
35,2012Q2,-1.11
36,2012Q3,1.99
37,2012Q4,2.31
38,2013Q1,0.6
39,2013Q2,0.07
40,2013Q3,1.53
41,2013Q4,3.71
42,2014Q1,1.47
43,2014Q2,1.12
44,2014Q3,2.32
45,2014Q4,2.29
46,2015Q1,2.46
47,2015Q2,0.21
48,2015Q3,1.61
49,2015Q4,2.28
50,2016Q1,1.85
51,2016Q2,0.96
52,2016Q3,3.02
53,2016Q4,2.94
54,2017Q1,1.77
55,2017Q2,0.79
56,2017Q3,2.73
57,2017Q4,4.06
58,2018Q1,1.65
59,2018Q2,0.73
60,2018Q3,1.97
61,2018Q4,5.36
62,2019Q1,0.99
63,2019Q2,1.13
64,2019Q3,1.63
65,2019Q4,3.55
66,2020Q1,0.08
67,2020Q2,3.58
68,2020Q3,0.64
69,2020Q4,2.37
70,2021Q1,0.5
71,2021Q2,0.01
72,2021Q3,-0.25
73,2021Q4,1.16
74,2022Q1,7.66
75,2022Q2,-0.16
