,quarter,price,price_diff,price_diff_perc
1,2006Q1,82.0,28.0,51.851851851851855
2,2006Q2,88.0,6.0,7.317073170731708
3,2006Q3,83.0,-5.0,-5.681818181818182
4,2006Q4,142.0,59.0,71.08433734939759
5,2007Q1,196.0,54.0,38.028169014084504
6,2007Q2,236.0,40.0,20.408163265306122
7,2007Q3,255.0,19.0,8.05084745762712
8,2007Q4,194.0,-61.0,-23.92156862745098
9,2008Q1,109.0,-85.0,-43.81443298969072
10,2008Q2,78.0,-31.0,-28.440366972477065
11,2008Q3,53.5,-24.5,-31.41025641025641
12,2008Q4,30.1,-23.4,-43.73831775700935
13,2009Q1,23.9,-6.200000000000003,-20.59800664451828
14,2009Q2,43.7,19.800000000000004,82.84518828451885
15,2009Q3,89.0,45.3,103.66132723112128
16,2009Q4,60.5,-28.5,-32.02247191011236
17,2010Q1,63.0,2.5,4.132231404958677
18,2010Q2,52.5,-10.5,-16.666666666666668
19,2010Q3,55.5,3.0,5.714285714285714
20,2010Q4,51.5,-4.0,-7.207207207207207
21,2011Q1,42.9,-8.600000000000001,-16.699029126213595
22,2011Q2,38.0,-4.899999999999999,-11.42191142191142
23,2011Q3,35.6,-2.3999999999999986,-6.315789473684207
24,2011Q4,26.0,-9.600000000000001,-26.966292134831463
25,2012Q1,39.6,13.600000000000001,52.307692307692314
26,2012Q2,41.0,1.3999999999999986,3.5353535353535315
27,2012Q3,28.0,-13.0,-31.70731707317073
28,2012Q4,40.0,12.0,42.857142857142854
29,2013Q1,47.2,7.200000000000003,18.000000000000007
30,2013Q2,46.9,-0.30000000000000426,-0.635593220338992
31,2013Q3,52.5,5.600000000000001,11.940298507462689
32,2013Q4,51.0,-1.5,-2.857142857142857
33,2014Q1,64.0,13.0,25.49019607843137
34,2014Q2,60.0,-4.0,-6.25
35,2014Q3,59.5,-0.5,-0.8333333333333334
36,2014Q4,49.9,-9.600000000000001,-16.134453781512608
37,2015Q1,45.0,-4.899999999999999,-9.819639278557112
38,2015Q2,42.8,-2.200000000000003,-4.8888888888888955
39,2015Q3,24.8,-17.999999999999996,-42.05607476635513
40,2015Q4,24.3,-0.5,-2.0161290322580645
41,2016Q1,23.5,-0.8000000000000007,-3.2921810699588505
42,2016Q2,28.0,4.5,19.148936170212767
43,2016Q3,37.75,9.75,34.82142857142857
44,2016Q4,36.35,-1.3999999999999986,-3.708609271523175
45,2017Q1,42.0,5.649999999999999,15.5433287482806
46,2017Q2,46.5,4.5,10.714285714285714
47,2017Q3,42.0,-4.5,-9.67741935483871
48,2017Q4,39.5,-2.5,-5.9523809523809526
49,2018Q1,38.3,-1.2000000000000028,-3.037974683544311
50,2018Q2,33.4,-4.899999999999999,-12.79373368146214
51,2018Q3,28.75,-4.649999999999999,-13.922155688622752
52,2018Q4,24.2,-4.550000000000001,-15.826086956521742
53,2019Q1,21.15,-3.0500000000000007,-12.60330578512397
54,2019Q2,19.2,-1.9499999999999993,-9.219858156028367
55,2019Q3,20.35,1.1500000000000021,5.989583333333345
56,2019Q4,19.45,-0.9000000000000021,-4.422604422604433
57,2020Q1,14.4,-5.049999999999999,-25.964010282776346
58,2020Q2,28.4,13.999999999999998,97.2222222222222
59,2020Q3,36.5,8.100000000000001,28.521126760563387
60,2020Q4,37.0,0.5,1.36986301369863
61,2021Q1,52.5,15.5,41.891891891891895
62,2021Q2,61.8,9.299999999999997,17.714285714285708
63,2021Q3,58.3,-3.5,-5.6634304207119746
64,2021Q4,54.0,-4.299999999999997,-7.375643224699824
65,2022Q1,53.8,-0.20000000000000284,-0.3703703703703756
66,2022Q2,64.9,11.100000000000009,20.631970260223067
