,quarter,roa
0,2009Q4,0.63
1,2010Q1,0.04
2,2010Q2,-0.14
3,2010Q3,0.18
4,2010Q4,0.01
5,2011Q1,-2.35
6,2011Q2,0.49
7,2011Q3,0.7
8,2011Q4,1.92
9,2012Q1,0.07
10,2012Q2,-0.56
11,2012Q3,1.31
12,2012Q4,0.05
13,2013Q1,0.38
14,2013Q2,0.3
15,2013Q3,0.76
16,2013Q4,1.23
17,2014Q1,0.46
18,2014Q2,0.44
19,2014Q3,0.52
20,2014Q4,3.13
21,2015Q1,3.53
22,2015Q2,3.86
23,2015Q3,0.68
24,2015Q4,3.06
25,2016Q1,1.77
26,2016Q2,3.75
27,2016Q3,4.18
28,2016Q4,2.01
29,2017Q1,1.72
30,2017Q2,0.45
31,2017Q3,1.16
32,2017Q4,3.34
33,2018Q1,1.15
34,2018Q2,0.81
35,2018Q3,0.97
36,2018Q4,1.41
37,2019Q1,1.7
38,2019Q2,0.8
39,2019Q3,1.16
40,2019Q4,0.99
41,2020Q1,0.01
42,2020Q2,-0.26
43,2020Q3,0.1
44,2020Q4,0.6
45,2021Q1,-0.91
46,2021Q2,-0.82
47,2021Q3,-0.23
48,2021Q4,-2.64
49,2022Q1,-0.35
50,2022Q2,0.45
