,quarter,roa
0,2007Q2,2.68
1,2007Q3,1.25
2,2007Q4,2.23
3,2008Q1,1.7
4,2008Q2,1.77
5,2008Q3,1.54
6,2008Q4,0.95
7,2009Q1,1.4
8,2009Q2,3.01
9,2009Q3,2.8
10,2009Q4,3.59
11,2010Q1,4.22
12,2010Q2,2.97
13,2010Q3,1.62
14,2010Q4,2.78
15,2011Q1,2.59
16,2011Q2,1.61
17,2011Q3,0.61
18,2011Q4,2.31
19,2012Q1,0.57
20,2012Q2,0.26
21,2012Q3,0.42
22,2012Q4,1.4
23,2013Q1,0.49
24,2013Q2,0.28
25,2013Q3,0.2
26,2013Q4,1.08
27,2014Q1,0.51
28,2014Q2,0.57
29,2014Q3,0.5
30,2014Q4,0.43
31,2015Q1,0.6
32,2015Q2,0.45
33,2015Q3,0.62
34,2015Q4,2.41
35,2016Q1,0.26
36,2016Q2,0.9
37,2016Q3,0.54
38,2016Q4,2.68
39,2017Q1,0.83
40,2017Q2,0.29
41,2017Q3,2.14
42,2017Q4,1.99
43,2018Q1,1.76
44,2018Q2,1.27
45,2018Q3,0.27
46,2018Q4,3.65
47,2019Q1,0.56
48,2019Q2,1.54
49,2019Q3,1.15
50,2019Q4,4.19
51,2020Q1,1.67
52,2020Q2,1.43
53,2020Q3,1.15
54,2020Q4,4.07
55,2021Q1,2.33
56,2021Q2,1.91
57,2021Q3,2.0
58,2021Q4,2.78
59,2022Q1,2.45
60,2022Q2,1.81
