,timestamp,delta_volume,date,note
0,1420477200,4618552,2015-01-06,"Niêm yết cổ phiếu bổ sung - 4,618,552 CP"
1,1421600400,4618552,2015-01-19,"Giao dịch bổ sung - 4,618,552 CP"
2,1435251600,16165272,2015-06-26,"Niêm yết cổ phiếu bổ sung - 16,165,272 CP"
3,1436288400,16165272,2015-07-08,"Giao dịch bổ sung - 16,165,272 CP"
4,1455642000,9806450,2016-02-17,"Niêm yết cổ phiếu bổ sung - 9,806,450 CP"
5,1457024400,9806450,2016-03-04,"Giao dịch bổ sung - 9,806,450 CP"
6,1534438800,5795404,2018-08-17,"Niêm yết cổ phiếu bổ sung - 5,795,404 CP"
7,1535648400,5795404,2018-08-31,"Giao dịch bổ sung - 5,795,404 CP"
8,1600016400,14379157,2020-09-14,"Niêm yết cổ phiếu bổ sung - 14,379,157 CP"
9,1601312400,14379157,2020-09-29,"Giao dịch bổ sung - 14,379,157 CP"
10,1633626000,9346381,2021-10-08,"Niêm yết cổ phiếu bổ sung - 9,346,381 CP"
11,1635181200,9346381,2021-10-26,"Giao dịch bổ sung - 9,346,381 CP"
