,timestamp,delta_volume,date,note
0,1355245200,2700000,2012-12-12,"Niêm yết cổ phiếu bổ sung - 2,700,000 CP"
1,1355245200,2700000,2012-12-12,"Giao dịch bổ sung - 2,700,000 CP"
2,1405962000,2700000,2014-07-22,"Niêm yết cổ phiếu bổ sung - 2,700,000 CP"
3,1406826000,2700000,2014-08-01,"Giao dịch bổ sung - 2,700,000 CP"
4,1542301200,6480000,2018-11-16,"Niêm yết cổ phiếu bổ sung - 6,480,000 CP"
5,1544374800,6480000,2018-12-10,"Giao dịch bổ sung - 6,480,000 CP"
6,1547139600,720000,2019-01-11,"Niêm yết cổ phiếu bổ sung - 720,000 CP"
7,1548954000,720000,2019-02-01,"Giao dịch bổ sung - 720,000 CP"
