,quarter,roa
0,2009Q2,30.23
1,2009Q3,9.1
2,2009Q4,6.49
3,2010Q1,7.06
4,2010Q2,5.95
5,2010Q3,4.31
6,2010Q4,5.64
7,2011Q1,4.73
8,2011Q2,6.25
9,2011Q3,3.46
10,2011Q4,3.27
11,2012Q1,2.71
12,2012Q2,3.01
13,2012Q3,3.0
14,2012Q4,5.51
15,2013Q1,4.29
16,2013Q2,3.39
17,2013Q3,3.85
18,2013Q4,2.88
19,2014Q1,2.54
20,2014Q2,3.75
21,2014Q3,3.39
22,2014Q4,4.48
23,2015Q1,5.5
24,2015Q2,5.58
25,2015Q3,4.53
26,2015Q4,11.16
27,2016Q1,4.76
28,2016Q2,6.2
29,2016Q3,4.9
30,2016Q4,4.71
31,2017Q1,3.66
32,2017Q2,5.41
33,2017Q3,5.95
34,2017Q4,4.29
35,2018Q1,4.28
36,2018Q2,5.23
37,2018Q3,4.82
38,2018Q4,4.43
39,2019Q1,4.96
40,2019Q2,5.59
41,2019Q3,5.47
42,2019Q4,5.19
43,2020Q1,6.44
44,2020Q2,4.38
45,2020Q3,4.44
46,2020Q4,6.76
47,2021Q1,4.27
48,2021Q2,3.75
49,2021Q3,1.88
50,2021Q4,5.64
51,2022Q1,3.75
52,2022Q2,5.76
