,quarter,roa
0,2007Q4,19.58
1,2008Q1,6.73
2,2008Q2,11.96
3,2008Q3,6.02
4,2008Q4,-1.55
5,2009Q1,6.01
6,2009Q2,6.81
7,2009Q3,2.7
8,2009Q4,6.73
9,2010Q1,5.91
10,2010Q2,7.31
11,2010Q3,4.67
12,2010Q4,6.72
13,2011Q1,7.95
14,2011Q2,9.71
15,2011Q3,9.15
16,2011Q4,9.16
17,2012Q1,9.32
18,2012Q2,9.46
19,2012Q3,5.16
20,2012Q4,4.94
21,2013Q1,6.43
22,2013Q2,7.91
23,2013Q3,3.21
24,2013Q4,2.33
25,2014Q1,3.52
26,2014Q2,2.54
27,2014Q3,2.72
28,2014Q4,1.52
29,2015Q1,4.62
30,2015Q2,2.8
31,2015Q3,3.94
32,2015Q4,2.89
33,2016Q1,3.85
34,2016Q2,3.68
35,2016Q3,1.98
36,2016Q4,1.4
37,2017Q1,2.28
38,2017Q2,2.26
39,2017Q3,1.31
40,2017Q4,0.99
41,2018Q1,1.67
42,2018Q2,1.92
43,2018Q3,1.37
44,2018Q4,1.31
45,2019Q1,0.47
46,2019Q2,0.26
47,2019Q3,0.55
48,2019Q4,2.08
49,2020Q1,0.92
50,2020Q2,2.6
51,2020Q3,1.57
52,2020Q4,0.92
53,2021Q1,1.51
54,2021Q2,5.88
55,2021Q3,5.12
56,2021Q4,12.59
57,2022Q1,14.21
58,2022Q2,7.69
