,quarter,roa
0,2009Q3,8.72
1,2009Q4,6.81
2,2010Q1,4.28
3,2010Q2,5.85
4,2010Q3,6.24
5,2010Q4,8.24
6,2011Q1,8.24
7,2011Q2,4.33
8,2011Q3,6.2
9,2011Q4,11.78
10,2012Q1,5.82
11,2012Q2,3.16
12,2012Q3,3.9
13,2012Q4,7.16
14,2013Q1,1.54
15,2013Q2,2.87
16,2013Q3,1.88
17,2013Q4,5.77
18,2014Q1,2.32
19,2014Q2,1.22
20,2014Q3,1.28
21,2014Q4,3.21
22,2015Q1,1.17
23,2015Q2,0.62
24,2015Q3,0.35
25,2015Q4,4.38
26,2016Q1,1.1
27,2016Q2,0.74
28,2016Q3,1.82
29,2016Q4,2.3
30,2017Q1,1.66
31,2017Q2,1.8
32,2017Q3,2.54
33,2017Q4,1.89
34,2018Q1,2.17
35,2018Q2,2.8
36,2018Q3,3.79
37,2018Q4,4.72
38,2019Q1,2.03
39,2019Q2,1.16
40,2019Q3,8.04
41,2019Q4,-2.32
42,2020Q1,3.6
43,2020Q2,5.73
44,2020Q3,2.74
45,2020Q4,6.0
46,2021Q1,1.34
47,2021Q2,1.26
48,2021Q3,2.39
49,2021Q4,3.91
50,2022Q1,4.85
51,2022Q2,0.83
