,quarter,roa
0,2017Q1,0.0
1,2018Q1,1.09
2,2018Q2,2.1
3,2018Q3,0.23
4,2018Q4,0.47
5,2019Q1,1.49
6,2019Q2,1.17
7,2019Q3,1.19
8,2019Q4,0.45
9,2020Q1,0.79
10,2020Q2,1.29
11,2020Q3,0.18
12,2020Q4,1.61
13,2021Q1,0.91
14,2021Q2,1.53
15,2021Q3,0.86
16,2021Q4,-0.12
17,2022Q1,1.34
18,2022Q2,0.74
