,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc
0,2016Q4,4066988.0,11617.0,350089351.8119997,,
1,2017Q1,4275135.0,12210.0,350133906.63390666,44554.82190698385,0.012725080622817122
2,2017Q2,4413453.0,12605.0,350135105.11701703,1198.4831103682518,0.0003422916162513074
3,2017Q3,4632833.0,13233.0,350096954.5832389,-38150.53377813101,-0.010897133859260793
4,2017Q4,5002375.0,14289.0,350085730.2820351,-11224.301203787327,-0.003206157873028654
5,2018Q1,5280079.0,15082.0,350091433.4968837,5703.214848577976,0.0016290643822990723
6,2018Q2,5083332.0,14520.0,350091735.5371901,302.0403063893318,8.627461768723935e-05
7,2018Q3,5253108.0,15005.0,350090503.16561145,-1232.3715786337852,-0.00035201514108219265
8,2018Q4,5462244.0,15603.0,350076523.74543357,-13979.42017787695,-0.003993246970208838
9,2019Q1,5628951.0,16079.0,350080912.9921015,4389.246667921543,0.0012537806275718245
10,2019Q2,5020240.0,14339.0,350110886.3937513,29973.401649832726,0.008561116724637696
11,2019Q3,5107026.0,14588.0,350084041.6780916,-26844.715659737587,-0.0076680775082063795
12,2019Q4,5263784.0,15038.0,350032185.1310015,-51856.54709011316,-0.014814793979789477
13,2020Q1,5391179.0,15400.0,350076558.4415584,44373.310556948185,0.012675316152125575
14,2020Q2,4754737.0,13581.0,350102127.9729033,25569.531344890594,0.007303449280053958
15,2020Q3,4822119.0,13774.0,350088500.07260054,-13627.900302767754,-0.003892701502603379
16,2020Q4,4914131.0,14037.0,350084134.78663534,-4365.285965204239,-0.0012469248193337113
17,2021Q1,5023982.0,14350.0,350103275.26132405,19140.474688708782,0.005467093866637481
18,2021Q2,4783664.0,13664.0,350092505.85480094,-10769.406523108482,-0.003076160255648271
19,2021Q3,4781359.0,13657.0,350103170.5352566,10664.680455684662,0.0030461536350498974
20,2021Q4,4849638.0,13853.0,350078538.94463295,-24631.590623676777,-0.0070360184597240945
21,2022Q1,4959876.0,14166.0,350125370.6056756,46831.66104263067,0.013375683390671583
22,2022Q2,4850118.0,13854.0,350087916.84712,-37453.75855559111,-0.010698386534702025
