quarter,change_perc_mean,change_perc_stdv
2020Q1,4.45,8.864859123117935
2020Q2,-0.054677419354838705,1.0161075161614486
2020Q3,-0.218,2.458082458950472
2020Q4,0.20454545454545456,2.5649238596095607
2021Q1,-0.013620689655172415,2.868354683514858
2021Q2,0.13677419354838707,2.456791706506511
2021Q3,0.21046875,2.767666732441802
2021Q4,-0.028939393939393935,0.5930316602986303
2022Q1,0.05293103448275861,1.6699028321565672
2022Q2,-0.0280327868852459,2.0324081116351698
2022Q3,0.3259375,2.5012401487554192
