,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc
0,2006Q4,19638.0,16365.0,1200000.0,,
1,2007Q1,21017.0,17514.0,1200011.41943588,11.41943587991409,0.0009516106009459741
2,2007Q2,22410.0,12450.0,1800000.0,599988.5805641201,33.33269892022889
3,2007Q3,23765.0,13203.0,1799969.7038551844,-30.296144815627486,-0.0016831474858015137
4,2007Q4,22911.0,12728.0,1800047.1401634193,77.43630823493004,0.004301904461674259
5,2008Q1,23340.0,12966.0,1800092.5497454882,45.40958206891082,0.002522624854779339
6,2008Q2,23954.0,13308.0,1799969.942891494,-122.60685399430804,-0.006811605631444649
7,2008Q3,24618.0,13677.0,1799956.1307304234,-13.812161070527509,-0.0007673609836770036
8,2008Q4,24673.0,12239.0,2015932.6742380913,215976.54350766796,10.713479982127623
9,2009Q1,23055.0,11436.0,2016002.0986358866,69.42439779522829,0.0034436669407340303
10,2009Q2,23605.0,11709.0,2015970.6208899138,-31.477745972806588,-0.0015614188841160447
11,2009Q3,23884.0,11847.0,2016037.8154807123,67.19459079857916,0.0033330025003800337
12,2009Q4,24013.0,11911.0,2016035.5973469901,-2.218133722199127,-0.00011002453156670888
13,2010Q1,24282.0,12045.0,2015940.2241594023,-95.3731875878293,-0.004730953152522049
14,2010Q2,23371.0,11593.0,2015957.9056327094,17.681473307078704,0.0008770755211542656
15,2010Q3,23637.0,11725.0,2015948.8272921108,-9.078340598614886,-0.00045032594457316725
16,2010Q4,24056.0,11932.0,2016091.1833724438,142.35608033300377,0.0070609941408937525
17,2011Q1,24046.0,11927.0,2016097.9290685,6.745696056168526,0.0003345916861928055
18,2011Q2,24027.0,11918.0,2016026.1788890753,-71.7501794246491,-0.003558990462325584
19,2011Q3,24066.0,11938.0,2015915.5637460211,-110.61514305416495,-0.005487092070890971
20,2011Q4,24095.0,11952.0,2015980.5890227577,65.02527673658915,0.0032254912121009068
21,2012Q1,24170.0,11989.0,2016014.6801234465,34.0911006887909,0.0016910145062387842
22,2012Q2,23825.0,11818.0,2015992.5537315959,-22.126391850644723,-0.0010975433321759468
23,2012Q3,24175.0,11992.0,2015927.2848565711,-65.2688750247471,-0.003237660183233784
24,2012Q4,24466.0,12136.0,2015985.4976928148,58.212836243677884,0.0028875622523227124
25,2013Q1,24504.0,12155.0,2015960.510078157,-24.987614657729864,-0.0012394892922163994
26,2013Q2,23727.0,11769.0,2016059.1384144786,98.62833632156253,0.004892135078891008
27,2013Q3,23877.0,11844.0,2015957.4468085107,-101.69160596793517,-0.005044332960942431
28,2013Q4,23264.0,11540.0,2015944.540727903,-12.9060806077905,-0.0006402001814559078
29,2014Q1,23263.0,11539.0,2016032.5851460265,88.04441812355071,0.004367212056603412
30,2014Q2,22718.0,11269.0,2015973.0233383619,-59.56180766457692,-0.002954494280183631
31,2014Q3,22968.0,11393.0,2015974.7213201087,1.697981746867299,8.422634117928918e-05
32,2014Q4,23504.0,11659.0,2015953.3407667896,-21.380553319118917,-0.0010605678656722577
33,2015Q1,23504.0,11659.0,2015953.3407667896,0.0,0.0
34,2015Q2,22090.0,10957.0,2016062.7909099206,109.4501431309618,0.005428905469832271
35,2015Q3,22623.0,11222.0,2015950.8109071467,-111.98000277392566,-0.005554699160716942
36,2015Q4,23194.0,11505.0,2015993.046501521,42.23559437436052,0.002095026788294463
37,2016Q1,23187.0,11501.0,2016085.5577775845,92.51127606350929,0.0045886582395584605
38,2016Q2,22381.0,11102.0,2015943.0733201224,-142.48445746209472,-0.007067881000599507
39,2016Q3,22569.0,11195.0,2015989.2809289861,46.20760886371136,0.0022920562773239782
40,2016Q4,22995.0,0.0,inf,inf,
41,2017Q1,22995.0,12121.0,1897120.699612243,-inf,-inf
42,2017Q2,22718.0,11975.0,1897118.9979123173,-1.7016999258194119,-8.969916635129614e-05
43,2017Q3,22718.0,11975.0,1897118.9979123173,0.0,0.0
44,2017Q4,23120.0,12187.0,1897103.4709116272,-15.52700069011189,-0.0008184582932975502
45,2018Q1,22954.0,12099.0,1897181.5852549798,78.11434335261583,0.004117388865658704
46,2018Q2,22881.0,12061.0,1897106.3759223945,-75.20933258533478,-0.003964423584247728
47,2018Q3,23129.0,12192.0,1897063.6482939632,-42.72762843128294,-0.002252303367349222
48,2018Q4,23324.0,12295.0,1897031.3135420904,-32.33475187281147,-0.0017044922580870217
49,2019Q1,23332.0,12299.0,1897064.802016424,33.488474333658814,0.0017652783551760235
50,2019Q2,22895.0,12069.0,1897008.8656889552,-55.93632746883668,-0.0029486592540790123
51,2019Q3,23059.0,12155.0,1897079.3911970383,70.52550808317028,0.00371758337634301
52,2019Q4,23363.0,12315.0,1897117.3365814048,37.94538436643779,0.0020001601184466097
53,2020Q1,23363.0,12315.0,1897117.3365814048,0.0,0.0
54,2020Q2,22618.0,11922.0,1897164.9052172455,47.56863584066741,0.002507353773509757
55,2020Q3,23595.0,12438.0,1897009.165460685,-155.73975656041875,-0.008209752456446232
56,2020Q4,25443.0,12139.0,2095971.6615866215,198962.4961259365,9.492613844565277
57,2021Q1,25443.0,12139.0,2095971.6615866215,0.0,0.0
58,2021Q2,24792.0,11828.0,2096043.2871153196,71.6255286980886,0.003417177934176315
59,2021Q3,25103.0,11977.0,2095933.8732570761,-109.41385824349709,-0.005220291519668425
60,2021Q4,25425.0,12130.0,2096042.8689200329,108.9956629567314,0.005200068403796074
61,2022Q1,25691.0,12257.0,2096026.7602186506,-16.108701382298023,-0.000768535101174835
62,2022Q2,24868.0,11864.0,2096089.0087660148,62.24854736425914,0.0029697473296186683
