,quarter,roa
0,2010Q1,2.49
1,2010Q2,0.0
2,2010Q3,1.83
3,2010Q4,2.72
4,2011Q1,0.14
5,2011Q2,1.73
6,2011Q3,0.48
7,2011Q4,1.26
8,2012Q1,1.72
9,2012Q2,0.17
10,2012Q3,0.4
11,2012Q4,1.84
12,2013Q1,0.01
13,2013Q2,0.02
14,2013Q3,0.18
15,2013Q4,0.27
16,2014Q1,0.53
17,2014Q2,0.58
18,2014Q3,0.32
19,2014Q4,1.14
20,2015Q1,0.65
21,2015Q2,1.03
22,2015Q3,1.71
23,2015Q4,1.44
24,2016Q1,0.7
25,2016Q2,1.44
26,2016Q3,2.41
27,2016Q4,1.36
28,2017Q1,0.81
29,2017Q2,1.87
30,2017Q3,1.08
31,2017Q4,3.89
32,2018Q1,0.15
33,2018Q2,1.75
34,2018Q3,0.38
35,2018Q4,3.04
36,2019Q1,1.36
37,2019Q2,2.15
38,2019Q3,1.02
39,2019Q4,1.61
40,2020Q1,0.09
41,2020Q2,1.61
42,2020Q3,0.57
43,2020Q4,5.59
44,2021Q1,0.13
45,2021Q2,0.6
46,2021Q3,0.04
47,2021Q4,0.09
48,2022Q1,0.0
49,2022Q2,0.01
